epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
87 | 2.9972 | 0.1699 | 0.0303 | 0.2849 | 1.1495 | 4.1900 | 1.1168 | 0.2756 | 24.9589 | 12.9044 | 0.1320 | 0.3093 | 0.3158 | 10.7882 | 14.1313 | 0.8822 | 0.2680 | 24.4412
88 | 3.0230 | 0.1688 | 0.0303 | 0.2864 | 1.1487 | 4.2430 | 1.1164 | 0.2746 | 24.9976 | 12.9023 | 0.1312 | 0.3104 | 0.3173 | 10.6872 | 14.2273 | 0.8806 | 0.2673 | 24.4663
89 | 3.0536 | 0.1678 | 0.0304 | 0.2888 | 1.1476 | 4.3047 | 1.1164 | 0.2736 | 25.0437 | 13.0171 | 0.1294 | 0.3111 | 0.3203 | 10.7921 | 14.3519 | 0.8803 | 0.2661 | 24.5088
90 | 3.0951 | 0.1667 | 0.0306 | 0.2917 | 1.1469 | 4.3877 | 1.1166 | 0.2725 | 25.0965 | 13.0962 | 0.1297 | 0.3120 | 0.3223 | 10.8515 | 14.4470 | 0.8812 | 0.2650 | 24.5641
91 | 3.1306 | 0.1658 | 0.0308 | 0.2934 | 1.1464 | 4.4589 | 1.1167 | 0.2714 | 25.1437 | 13.2044 | 0.1279 | 0.3144 | 0.3243 | 10.8854 | 14.6290 | 0.8771 | 0.2640 | 24.5925
92 | 3.1869 | 0.1649 | 0.0307 | 0.2961 | 1.1452 | 4.5720 | 1.1167 | 0.2704 | 25.1973 | 13.3107 | 0.1278 | 0.3162 | 0.3270 | 10.9154 | 14.8071 | 0.8765 | 0.2633 | 24.6729
93 | 3.2401 | 0.1642 | 0.0310 | 0.2984 | 1.1446 | 4.6777 | 1.1165 | 0.2694 | 25.2401 | 13.4110 | 0.1274 | 0.3171 | 0.3295 | 10.9550 | 14.9658 | 0.8765 | 0.2621 | 24.7246
94 | 3.3002 | 0.1633 | 0.0314 | 0.3016 | 1.1442 | 4.7964 | 1.1162 | 0.2685 | 25.2924 | 13.5103 | 0.1272 | 0.3195 | 0.3328 | 10.9766 | 15.1371 | 0.8746 | 0.2615 | 24.7434
95 | 3.3677 | 0.1629 | 0.0315 | 0.3042 | 1.1431 | 4.9306 | 1.1161 | 0.2677 | 25.3422 | 13.6505 | 0.1268 | 0.3209 | 0.3356 | 10.9932 | 15.3977 | 0.8738 | 0.2607 | 24.8021
96 | 3.4392 | 0.1631 | 0.0320 | 0.3069 | 1.1430 | 5.0702 | 1.1151 | 0.2669 | 25.3876 | 13.8592 | 0.1270 | 0.3237 | 0.3389 | 11.0776 | 15.7241 | 0.8700 | 0.2600 | 24.8368
97 | 3.5092 | 0.1649 | 0.0327 | 0.3090 | 1.1439 | 5.2031 | 1.1131 | 0.2662 | 25.3975 | 13.9969 | 0.1292 | 0.3257 | 0.3408 | 11.0836 | 15.9851 | 0.8664 | 0.2593 | 24.8129
98 | 3.5639 | 0.1660 | 0.0332 | 0.3107 | 1.1442 | 5.3076 | 1.1113 | 0.2657 | 25.4051 | 13.9966 | 0.1304 | 0.3264 | 0.3417 | 11.0714 | 15.9929 | 0.8653 | 0.2590 | 24.8267
99 | 3.6120 | 0.1664 | 0.0335 | 0.3119 | 1.1442 | 5.4015 | 1.1104 | 0.2655 | 25.4155 | 14.0204 | 0.1307 | 0.3269 | 0.3429 | 11.1067 | 16.0028 | 0.8647 | 0.2589 | 24.8529
100 | 3.6337 | 0.1668 | 0.0338 | 0.3127 | 1.1442 | 5.4431 | 1.1097 | 0.2654 | 25.4152 | 14.0051 | 0.1312 | 0.3272 | 0.3435 | 11.0786 | 15.9986 | 0.8647 | 0.2589 | 24.8645
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 26.2296 | 0.4700 | 0.1504 | 0.1998 | 1.3876 | 49.4314 | 0.8550 | 0.8546 | 20.6895 | 38.3093 | 0.1744 | 0.3781 | 0.1689 | 32.6602 | 42.5153 | 0.6224 | 0.9150 | 15.5430
2 | 5.4352 | 0.4360 | 0.0047 | 0.0539 | 1.2809 | 8.6004 | 1.0060 | 0.9806 | 21.6070 | 22.8162 | 0.1621 | 0.2241 | 0.1194 | 17.9415 | 26.6797 | 0.7783 | 0.9415 | 17.7793
3 | 3.8406 | 0.3514 | 0.0037 | 0.0454 | 1.2826 | 5.5977 | 1.0092 | 0.9480 | 21.6132 | 19.2520 | 0.1464 | 0.1519 | 0.1075 | 15.5340 | 22.1583 | 0.8565 | 0.8912 | 19.3185
4 | 3.1777 | 0.3066 | 0.0033 | 0.0437 | 1.2819 | 4.3665 | 1.0110 | 0.8713 | 21.6812 | 17.7306 | 0.1411 | 0.1172 | 0.1021 | 14.2687 | 20.4716 | 0.8988 | 0.8061 | 20.1374
5 | 2.8667 | 0.2791 | 0.0032 | 0.0449 | 1.2843 | 3.7947 | 1.0143 | 0.7707 | 21.7183 | 16.8881 | 0.1360 | 0.1058 | 0.1024 | 13.5009 | 19.5868 | 0.9242 | 0.6996 | 20.6748
6 | 2.6737 | 0.2616 | 0.0033 | 0.0472 | 1.2886 | 3.4346 | 1.0216 | 0.6562 | 21.8494 | 16.1511 | 0.1351 | 0.0990 | 0.1049 | 12.9419 | 18.6823 | 0.9420 | 0.5850 | 21.1874
7 | 2.5016 | 0.2461 | 0.0035 | 0.0529 | 1.2953 | 3.1030 | 1.0294 | 0.5396 | 22.0349 | 15.5414 | 0.1435 | 0.0980 | 0.1098 | 12.0406 | 18.3396 | 0.9577 | 0.4735 | 21.6775
8 | 2.3654 | 0.2293 | 0.0037 | 0.0618 | 1.2997 | 2.8414 | 1.0412 | 0.4327 | 22.3141 | 15.2313 | 0.1415 | 0.1049 | 0.1168 | 11.8930 | 17.8432 | 0.9643 | 0.3779 | 22.0342
9 | 2.2942 | 0.2172 | 0.0041 | 0.0729 | 1.3020 | 2.6978 | 1.0528 | 0.3468 | 22.5951 | 14.8740 | 0.1416 | 0.1147 | 0.1256 | 11.5018 | 17.4824 | 0.9570 | 0.3064 | 21.9642
10 | 2.2578 | 0.2062 | 0.0048 | 0.0870 | 1.3001 | 2.6197 | 1.0642 | 0.2869 | 22.8068 | 14.7574 | 0.1408 | 0.1308 | 0.1368 | 11.4609 | 17.2371 | 0.9454 | 0.2592 | 21.8454
11 | 2.2605 | 0.1986 | 0.0057 | 0.1068 | 1.2937 | 2.6050 | 1.0767 | 0.2482 | 23.0633 | 14.2958 | 0.1443 | 0.1438 | 0.1570 | 10.9399 | 16.7616 | 0.9455 | 0.2306 | 22.0864
12 | 2.2677 | 0.1948 | 0.0067 | 0.1302 | 1.2862 | 2.5858 | 1.0876 | 0.2267 | 23.3350 | 14.2950 | 0.1434 | 0.1553 | 0.1772 | 11.0928 | 16.5455 | 0.9419 | 0.2157 | 22.3060
13 | 2.2611 | 0.1918 | 0.0074 | 0.1510 | 1.2808 | 2.5409 | 1.0975 | 0.2175 | 23.5492 | 14.3590 | 0.1387 | 0.1666 | 0.1956 | 11.2398 | 16.4763 | 0.9362 | 0.2105 | 22.3359
14 | 2.2579 | 0.1904 | 0.0083 | 0.1690 | 1.2719 | 2.5085 | 1.1096 | 0.2152 | 23.7820 | 14.2336 | 0.1405 | 0.1765 | 0.2122 | 11.2457 | 16.1632 | 0.9436 | 0.2101 | 22.7212
15 | 2.2451 | 0.1907 | 0.0089 | 0.1837 | 1.2614 | 2.4620 | 1.1229 | 0.2164 | 24.0063 | 14.0845 | 0.1436 | 0.1868 | 0.2264 | 11.0401 | 16.0152 | 0.9421 | 0.2113 | 22.8488
16 | 2.2397 | 0.1906 | 0.0096 | 0.1978 | 1.2526 | 2.4308 | 1.1343 | 0.2185 | 24.2157 | 14.0073 | 0.1438 | 0.1950 | 0.2397 | 10.9343 | 15.9231 | 0.9464 | 0.2131 | 23.1720
17 | 2.2332 | 0.1903 | 0.0101 | 0.2110 | 1.2460 | 2.3976 | 1.1449 | 0.2211 | 24.4135 | 14.1791 | 0.1417 | 0.1997 | 0.2510 | 11.1929 | 15.9805 | 0.9519 | 0.2160 | 23.3265
18 | 2.2323 | 0.1904 | 0.0106 | 0.2211 | 1.2398 | 2.3805 | 1.1546 | 0.2242 | 24.5710 | 14.1208 | 0.1465 | 0.2088 | 0.2588 | 11.0430 | 15.9706 | 0.9553 | 0.2192 | 23.4906
19 | 2.2300 | 0.1914 | 0.0111 | 0.2289 | 1.2318 | 2.3655 | 1.1660 | 0.2281 | 24.7414 | 14.1980 | 0.1439 | 0.2206 | 0.2667 | 11.1753 | 15.9583 | 0.9504 | 0.2228 | 23.5474
20 | 2.2266 | 0.1922 | 0.0114 | 0.2352 | 1.2232 | 2.3526 | 1.1758 | 0.2325 | 24.8939 | 14.3246 | 0.1446 | 0.2288 | 0.2726 | 11.4217 | 15.9356 | 0.9574 | 0.2273 | 23.8826
21 | 2.2321 | 0.1923 | 0.0116 | 0.2418 | 1.2148 | 2.3579 | 1.1879 | 0.2375 | 25.0930 | 14.2562 | 0.1481 | 0.2399 | 0.2772 | 11.4516 | 15.7305 | 0.9537 | 0.2321 | 23.8906
22 | 2.2503 | 0.1946 | 0.0118 | 0.2470 | 1.2089 | 2.3848 | 1.1978 | 0.2422 | 25.2237 | 14.3497 | 0.1494 | 0.2472 | 0.2820 | 11.6048 | 15.7374 | 0.9600 | 0.2369 | 24.2143
23 | 2.2686 | 0.1953 | 0.0119 | 0.2510 | 1.2028 | 2.4178 | 1.2072 | 0.2474 | 25.3706 | 14.3796 | 0.1521 | 0.2526 | 0.2845 | 11.5440 | 15.8368 | 0.9683 | 0.2418 | 24.5976
24 | 2.2890 | 0.1965 | 0.0122 | 0.2536 | 1.1966 | 2.4570 | 1.2188 | 0.2524 | 25.5307 | 14.4263 | 0.1576 | 0.2582 | 0.2845 | 11.6272 | 15.8247 | 0.9714 | 0.2466 | 24.7008
25 | 2.3094 | 0.1988 | 0.0122 | 0.2541 | 1.1912 | 2.4974 | 1.2279 | 0.2578 | 25.6570 | 14.4912 | 0.1582 | 0.2640 | 0.2843 | 11.6922 | 15.8770 | 0.9750 | 0.2514 | 24.8798
26 | 2.3191 | 0.1996 | 0.0121 | 0.2536 | 1.1866 | 2.5209 | 1.2347 | 0.2615 | 25.7678 | 14.5459 | 0.1572 | 0.2647 | 0.2818 | 11.7204 | 15.9642 | 0.9822 | 0.2551 | 25.0914
27 | 2.3274 | 0.2005 | 0.0121 | 0.2512 | 1.1839 | 2.5434 | 1.2397 | 0.2655 | 25.8243 | 14.5883 | 0.1573 | 0.2694 | 0.2796 | 11.9026 | 15.8614 | 0.9813 | 0.2590 | 25.1417
28 | 2.3390 | 0.2013 | 0.0121 | 0.2478 | 1.1822 | 2.5733 | 1.2432 | 0.2689 | 25.8679 | 14.5760 | 0.1636 | 0.2690 | 0.2747 | 11.8948 | 15.8427 | 0.9856 | 0.2622 | 25.2903
29 | 2.3218 | 0.2032 | 0.0119 | 0.2433 | 1.1813 | 2.5455 | 1.2446 | 0.2726 | 25.8743 | 14.6903 | 0.1631 | 0.2680 | 0.2703 | 11.8514 | 16.1263 | 0.9841 | 0.2660 | 25.0654
30 | 2.3140 | 0.2053 | 0.0117 | 0.2365 | 1.1812 | 2.5398 | 1.2448 | 0.2763 | 25.8364 | 14.8059 | 0.1652 | 0.2676 | 0.2635 | 11.9093 | 16.3098 | 0.9824 | 0.2699 | 25.0004
31 | 2.2978 | 0.2076 | 0.0117 | 0.2281 | 1.1813 | 2.5196 | 1.2443 | 0.2801 | 25.7934 | 14.8368 | 0.1679 | 0.2609 | 0.2549 | 11.8704 | 16.4357 | 0.9897 | 0.2732 | 24.9993
32 | 2.2765 | 0.2092 | 0.0115 | 0.2191 | 1.1826 | 2.4907 | 1.2429 | 0.2837 | 25.7356 | 14.9371 | 0.1701 | 0.2629 | 0.2479 | 12.0234 | 16.4891 | 0.9854 | 0.2769 | 24.9481
33 | 2.2534 | 0.2113 | 0.0114 | 0.2126 | 1.1831 | 2.4530 | 1.2398 | 0.2867 | 25.6370 | 14.9611 | 0.1697 | 0.2530 | 0.2427 | 12.1705 | 16.4208 | 0.9885 | 0.2790 | 24.8115
34 | 2.2501 | 0.2118 | 0.0114 | 0.2096 | 1.1847 | 2.4498 | 1.2399 | 0.2889 | 25.6042 | 14.9440 | 0.1703 | 0.2539 | 0.2408 | 12.0606 | 16.4974 | 0.9933 | 0.2809 | 24.9810
35 | 2.2385 | 0.2117 | 0.0113 | 0.2067 | 1.1850 | 2.4328 | 1.2385 | 0.2908 | 25.5666 | 15.0417 | 0.1753 | 0.2529 | 0.2376 | 11.8895 | 16.8620 | 0.9921 | 0.2829 | 24.8218
36 | 2.2392 | 0.2122 | 0.0112 | 0.2049 | 1.1854 | 2.4363 | 1.2383 | 0.2925 | 25.5440 | 14.9811 | 0.1747 | 0.2504 | 0.2375 | 12.0979 | 16.5391 | 0.9990 | 0.2844 | 25.0654
37 | 2.2366 | 0.2125 | 0.0113 | 0.2052 | 1.1853 | 2.4298 | 1.2387 | 0.2931 | 25.5478 | 15.1110 | 0.1711 | 0.2498 | 0.2370 | 12.3311 | 16.5750 | 0.9979 | 0.2850 | 25.0515
38 | 2.2340 | 0.2121 | 0.0112 | 0.2059 | 1.1851 | 2.4245 | 1.2390 | 0.2935 | 25.5631 | 15.0637 | 0.1723 | 0.2500 | 0.2370 | 12.1903 | 16.6186 | 0.9988 | 0.2849 | 25.1032
39 | 2.2207 | 0.2128 | 0.0111 | 0.2042 | 1.1850 | 2.4001 | 1.2367 | 0.2937 | 25.5226 | 15.1079 | 0.1719 | 0.2484 | 0.2354 | 12.3119 | 16.5925 | 0.9989 | 0.2851 | 25.0691
40 | 2.2133 | 0.2131 | 0.0113 | 0.2032 | 1.1855 | 2.3859 | 1.2348 | 0.2933 | 25.5044 | 14.8757 | 0.1731 | 0.2440 | 0.2356 | 12.0236 | 16.4223 | 1.0031 | 0.2845 | 25.1100
41 | 2.2176 | 0.2134 | 0.0114 | 0.2035 | 1.1853 | 2.3933 | 1.2350 | 0.2931 | 25.5083 | 14.8453 | 0.1741 | 0.2491 | 0.2357 | 12.1859 | 16.1870 | 0.9964 | 0.2851 | 25.0128
42 | 2.2208 | 0.2137 | 0.0114 | 0.2037 | 1.1843 | 2.3998 | 1.2341 | 0.2936 | 25.4984 | 14.7177 | 0.1771 | 0.2478 | 0.2359 | 11.9069 | 16.2068 | 0.9999 | 0.2849 | 25.0829
43 | 2.2256 | 0.2141 | 0.0114 | 0.2029 | 1.1834 | 2.4110 | 1.2339 | 0.2943 | 25.4927 | 14.7503 | 0.1736 | 0.2473 | 0.2355 | 12.0279 | 16.1598 | 0.9991 | 0.2860 | 25.0732
44 | 2.2201 | 0.2139 | 0.0114 | 0.2028 | 1.1835 | 2.4005 | 1.2319 | 0.2949 | 25.4673 | 14.7054 | 0.1756 | 0.2448 | 0.2349 | 11.8753 | 16.2249 | 1.0050 | 0.2867 | 25.2340
45 | 2.2293 | 0.2144 | 0.0114 | 0.2025 | 1.1831 | 2.4188 | 1.2293 | 0.2948 | 25.4280 | 14.7014 | 0.1750 | 0.2470 | 0.2357 | 11.8732 | 16.2141 | 1.0009 | 0.2867 | 25.1125
46 | 2.2467 | 0.2136 | 0.0115 | 0.2038 | 1.1823 | 2.4534 | 1.2296 | 0.2953 | 25.4559 | 14.8353 | 0.1734 | 0.2471 | 0.2384 | 11.9732 | 16.3793 | 1.0008 | 0.2875 | 25.1663
47 | 2.2534 | 0.2134 | 0.0115 | 0.2045 | 1.1813 | 2.4666 | 1.2309 | 0.2956 | 25.5006 | 14.7157 | 0.1748 | 0.2494 | 0.2386 | 11.8806 | 16.2253 | 0.9980 | 0.2868 | 25.0983
48 | 2.2632 | 0.2129 | 0.0116 | 0.2060 | 1.1807 | 2.4850 | 1.2302 | 0.2951 | 25.5323 | 14.7143 | 0.1721 | 0.2495 | 0.2405 | 11.8358 | 16.2687 | 0.9988 | 0.2861 | 25.1483
49 | 2.2702 | 0.2119 | 0.0116 | 0.2070 | 1.1808 | 2.4988 | 1.2303 | 0.2940 | 25.5591 | 14.7820 | 0.1772 | 0.2482 | 0.2427 | 12.1143 | 16.1136 | 1.0036 | 0.2854 | 25.3040
50 | 2.2755 | 0.2106 | 0.0118 | 0.2088 | 1.1802 | 2.5083 | 1.2308 | 0.2938 | 25.6065 | 14.6269 | 0.1744 | 0.2488 | 0.2428 | 11.7133 | 16.2084 | 1.0016 | 0.2859 | 25.3316
51 | 2.2814 | 0.2100 | 0.0118 | 0.2099 | 1.1789 | 2.5206 | 1.2310 | 0.2942 | 25.6491 | 14.7193 | 0.1715 | 0.2509 | 0.2441 | 11.9976 | 16.1083 | 1.0003 | 0.2858 | 25.3366
52 | 2.2924 | 0.2090 | 0.0121 | 0.2124 | 1.1774 | 2.5403 | 1.2303 | 0.2941 | 25.6878 | 14.4503 | 0.1743 | 0.2531 | 0.2482 | 11.7184 | 15.8309 | 0.9996 | 0.2856 | 25.3461
53 | 2.3021 | 0.2077 | 0.0123 | 0.2167 | 1.1748 | 2.5560 | 1.2318 | 0.2939 | 25.7934 | 14.4642 | 0.1726 | 0.2583 | 0.2511 | 11.8526 | 15.7117 | 0.9961 | 0.2859 | 25.4905
54 | 2.3169 | 0.2073 | 0.0124 | 0.2180 | 1.1728 | 2.5855 | 1.2311 | 0.2941 | 25.8373 | 14.2166 | 0.1730 | 0.2594 | 0.2511 | 11.5557 | 15.5104 | 0.9953 | 0.2856 | 25.5006
55 | 2.3222 | 0.2067 | 0.0124 | 0.2170 | 1.1719 | 2.6003 | 1.2301 | 0.2949 | 25.8579 | 14.3907 | 0.1678 | 0.2567 | 0.2501 | 11.8122 | 15.6197 | 0.9968 | 0.2872 | 25.5310
56 | 2.3335 | 0.2061 | 0.0125 | 0.2170 | 1.1717 | 2.6242 | 1.2293 | 0.2949 | 25.8849 | 14.4386 | 0.1771 | 0.2614 | 0.2498 | 11.9307 | 15.5698 | 0.9946 | 0.2863 | 25.6291
57 | 2.3379 | 0.2061 | 0.0124 | 0.2166 | 1.1703 | 2.6353 | 1.2285 | 0.2944 | 25.9111 | 14.1948 | 0.1712 | 0.2600 | 0.2496 | 11.5435 | 15.4845 | 0.9947 | 0.2861 | 25.5463
58 | 2.3544 | 0.2053 | 0.0125 | 0.2171 | 1.1705 | 2.6685 | 1.2277 | 0.2939 | 25.9409 | 14.1814 | 0.1718 | 0.2589 | 0.2498 | 11.5456 | 15.4562 | 0.9985 | 0.2855 | 25.7470
59 | 2.3707 | 0.2049 | 0.0125 | 0.2164 | 1.1700 | 2.7038 | 1.2267 | 0.2937 | 25.9342 | 14.3418 | 0.1675 | 0.2613 | 0.2503 | 11.7788 | 15.5466 | 0.9938 | 0.2857 | 25.6835
60 | 2.4041 | 0.2044 | 0.0127 | 0.2186 | 1.1692 | 2.7675 | 1.2252 | 0.2933 | 25.9617 | 14.2490 | 0.1709 | 0.2627 | 0.2531 | 11.7714 | 15.3531 | 0.9923 | 0.2846 | 25.7459
61 | 2.4266 | 0.2040 | 0.0128 | 0.2199 | 1.1687 | 2.8110 | 1.2237 | 0.2927 | 25.9817 | 14.2313 | 0.1686 | 0.2616 | 0.2538 | 11.7209 | 15.3737 | 0.9929 | 0.2846 | 25.7404
62 | 2.4577 | 0.2033 | 0.0130 | 0.2216 | 1.1683 | 2.8715 | 1.2237 | 0.2922 | 26.0342 | 14.2579 | 0.1691 | 0.2623 | 0.2537 | 11.6495 | 15.4963 | 0.9929 | 0.2846 | 25.8020
63 | 2.4813 | 0.2027 | 0.0129 | 0.2224 | 1.1671 | 2.9193 | 1.2232 | 0.2919 | 26.0508 | 14.0568 | 0.1681 | 0.2648 | 0.2561 | 11.4412 | 15.2945 | 0.9932 | 0.2842 | 25.9551
64 | 2.4905 | 0.2022 | 0.0130 | 0.2234 | 1.1667 | 2.9372 | 1.2229 | 0.2916 | 26.0890 | 14.1482 | 0.1668 | 0.2642 | 0.2563 | 11.5322 | 15.3895 | 0.9890 | 0.2833 | 25.8031
65 | 2.5093 | 0.2014 | 0.0131 | 0.2247 | 1.1655 | 2.9748 | 1.2222 | 0.2912 | 26.1094 | 14.1090 | 0.1664 | 0.2609 | 0.2582 | 11.5242 | 15.3229 | 0.9963 | 0.2828 | 25.9824
66 | 2.5259 | 0.2009 | 0.0132 | 0.2260 | 1.1653 | 3.0063 | 1.2207 | 0.2908 | 26.1251 | 14.3189 | 0.1658 | 0.2631 | 0.2583 | 11.8682 | 15.3952 | 0.9907 | 0.2832 | 25.8511
67 | 2.5427 | 0.2001 | 0.0133 | 0.2268 | 1.1649 | 3.0402 | 1.2208 | 0.2907 | 26.1457 | 14.2189 | 0.1652 | 0.2646 | 0.2592 | 11.6496 | 15.4100 | 0.9891 | 0.2829 | 25.9206
68 | 2.5606 | 0.1992 | 0.0133 | 0.2292 | 1.1640 | 3.0740 | 1.2201 | 0.2907 | 26.1684 | 14.2033 | 0.1641 | 0.2633 | 0.2619 | 11.6361 | 15.3919 | 0.9928 | 0.2833 | 25.9545
69 | 2.5766 | 0.1983 | 0.0133 | 0.2310 | 1.1633 | 3.1048 | 1.2200 | 0.2904 | 26.2089 | 14.2240 | 0.1634 | 0.2676 | 0.2626 | 11.5590 | 15.5017 | 0.9858 | 0.2822 | 25.9683
70 | 2.5887 | 0.1972 | 0.0135 | 0.2326 | 1.1629 | 3.1280 | 1.2194 | 0.2899 | 26.2369 | 14.3225 | 0.1631 | 0.2674 | 0.2650 | 11.7320 | 15.5222 | 0.9881 | 0.2811 | 26.0798
71 | 2.5906 | 0.1961 | 0.0136 | 0.2337 | 1.1624 | 3.1320 | 1.2184 | 0.2893 | 26.2561 | 14.2254 | 0.1637 | 0.2695 | 0.2659 | 11.6075 | 15.4451 | 0.9850 | 0.2804 | 26.1334
72 | 2.6214 | 0.1951 | 0.0136 | 0.2353 | 1.1610 | 3.1940 | 1.2189 | 0.2885 | 26.3101 | 14.1729 | 0.1606 | 0.2685 | 0.2685 | 11.6003 | 15.3501 | 0.9882 | 0.2812 | 26.0868
73 | 2.6374 | 0.1945 | 0.0137 | 0.2358 | 1.1604 | 3.2266 | 1.2199 | 0.2878 | 26.3561 | 14.2395 | 0.1582 | 0.2712 | 0.2701 | 11.7295 | 15.3506 | 0.9843 | 0.2793 | 26.1163
74 | 2.6664 | 0.1934 | 0.0136 | 0.2377 | 1.1590 | 3.2842 | 1.2203 | 0.2871 | 26.4022 | 14.2962 | 0.1576 | 0.2710 | 0.2718 | 11.7652 | 15.4264 | 0.9868 | 0.2795 | 26.1440
75 | 2.6933 | 0.1919 | 0.0137 | 0.2405 | 1.1584 | 3.3362 | 1.2198 | 0.2862 | 26.4364 | 14.3749 | 0.1594 | 0.2730 | 0.2735 | 11.7469 | 15.5912 | 0.9856 | 0.2779 | 26.2395
76 | 2.7117 | 0.1908 | 0.0139 | 0.2428 | 1.1579 | 3.3706 | 1.2182 | 0.2854 | 26.4505 | 14.3684 | 0.1562 | 0.2722 | 0.2766 | 11.8147 | 15.5121 | 0.9842 | 0.2773 | 26.2696
77 | 2.7264 | 0.1897 | 0.0140 | 0.2449 | 1.1574 | 3.3983 | 1.2178 | 0.2844 | 26.4858 | 14.2410 | 0.1560 | 0.2754 | 0.2785 | 11.5633 | 15.4991 | 0.9823 | 0.2767 | 26.3119
78 | 2.7459 | 0.1880 | 0.0141 | 0.2478 | 1.1567 | 3.4354 | 1.2176 | 0.2833 | 26.5405 | 14.1424 | 0.1531 | 0.2753 | 0.2811 | 11.4558 | 15.4099 | 0.9841 | 0.2756 | 26.4159
79 | 2.7694 | 0.1865 | 0.0141 | 0.2506 | 1.1562 | 3.4800 | 1.2178 | 0.2820 | 26.6072 | 14.2537 | 0.1520 | 0.2768 | 0.2842 | 11.6356 | 15.4459 | 0.9817 | 0.2736 | 26.4724
80 | 2.7991 | 0.1854 | 0.0142 | 0.2535 | 1.1550 | 3.5371 | 1.2175 | 0.2807 | 26.6542 | 14.3412 | 0.1508 | 0.2792 | 0.2870 | 11.7315 | 15.5168 | 0.9793 | 0.2727 | 26.4750
81 | 2.8177 | 0.1839 | 0.0143 | 0.2570 | 1.1539 | 3.5713 | 1.2181 | 0.2795 | 26.7187 | 14.3481 | 0.1498 | 0.2799 | 0.2900 | 11.7747 | 15.4820 | 0.9787 | 0.2718 | 26.5006
82 | 2.8408 | 0.1824 | 0.0143 | 0.2597 | 1.1526 | 3.6161 | 1.2178 | 0.2783 | 26.7639 | 14.4501 | 0.1480 | 0.2793 | 0.2927 | 11.9268 | 15.5334 | 0.9793 | 0.2709 | 26.5661
83 | 2.8662 | 0.1812 | 0.0145 | 0.2627 | 1.1518 | 3.6640 | 1.2182 | 0.2770 | 26.8178 | 14.3612 | 0.1483 | 0.2841 | 0.2952 | 11.6361 | 15.6312 | 0.9752 | 0.2690 | 26.6135
84 | 2.8983 | 0.1799 | 0.0146 | 0.2658 | 1.1510 | 3.7250 | 1.2178 | 0.2758 | 26.8643 | 14.4105 | 0.1470 | 0.2860 | 0.2987 | 11.5872 | 15.7703 | 0.9752 | 0.2679 | 26.7720
85 | 2.9368 | 0.1785 | 0.0147 | 0.2698 | 1.1501 | 3.7975 | 1.2185 | 0.2746 | 26.9283 | 14.6888 | 0.1455 | 0.2847 | 0.3026 | 12.0560 | 15.8560 | 0.9776 | 0.2665 | 26.7893
86 | 2.9725 | 0.1771 | 0.0148 | 0.2734 | 1.1485 | 3.8657 | 1.2189 | 0.2735 | 26.9783 | 14.6926 | 0.1429 | 0.2884 | 0.3060 | 11.8978 | 16.0128 | 0.9722 | 0.2657 | 26.7987
87 | 3.0050 | 0.1758 | 0.0149 | 0.2765 | 1.1477 | 3.9280 | 1.2194 | 0.2723 | 27.0234 | 14.7055 | 0.1416 | 0.2899 | 0.3090 | 11.9060 | 16.0240 | 0.9708 | 0.2647 | 26.7610
88 | 3.0422 | 0.1744 | 0.0151 | 0.2801 | 1.1467 | 3.9987 | 1.2201 | 0.2711 | 27.0785 | 14.6182 | 0.1414 | 0.2895 | 0.3127 | 11.6968 | 16.0523 | 0.9745 | 0.2636 | 26.9377
89 | 3.0925 | 0.1730 | 0.0150 | 0.2833 | 1.1451 | 4.0972 | 1.2206 | 0.2700 | 27.1315 | 14.6617 | 0.1397 | 0.2914 | 0.3159 | 11.6964 | 16.1329 | 0.9732 | 0.2626 | 26.9820
90 | 3.1375 | 0.1714 | 0.0152 | 0.2868 | 1.1443 | 4.1840 | 1.2212 | 0.2689 | 27.1860 | 14.8041 | 0.1387 | 0.2934 | 0.3188 | 11.8098 | 16.2967 | 0.9716 | 0.2615 | 26.9874
91 | 3.1886 | 0.1701 | 0.0153 | 0.2902 | 1.1436 | 4.2823 | 1.2216 | 0.2678 | 27.2307 | 14.8681 | 0.1364 | 0.2968 | 0.3225 | 11.8133 | 16.4117 | 0.9677 | 0.2604 | 27.0765
92 | 3.2402 | 0.1687 | 0.0154 | 0.2940 | 1.1423 | 4.3818 | 1.2221 | 0.2668 | 27.2826 | 14.9102 | 0.1351 | 0.2989 | 0.3260 | 11.7525 | 16.5475 | 0.9663 | 0.2590 | 27.1050
93 | 3.3018 | 0.1674 | 0.0156 | 0.2976 | 1.1414 | 4.5011 | 1.2224 | 0.2659 | 27.3239 | 15.0866 | 0.1339 | 0.2996 | 0.3293 | 11.9396 | 16.7079 | 0.9666 | 0.2586 | 27.1301
