epoch | loss | sim_loss | var_loss | cov_loss | feat_std | feat_norm | val_loss | val_sim_loss | val_var_loss | val_cov_loss | val_feat_std | val_feat_norm
81 | 96.4435 | 0.9018 | 1.6474 | 48.9550 | 0.6407 | 14.8822 | 143.6915 | 0.7130 | 2.2055 | 119.4041 | 0.2509 | 15.0902
82 | 96.4415 | 0.9019 | 1.6472 | 48.9545 | 0.6408 | 14.8836 | 143.7223 | 0.7117 | 2.2056 | 119.5246 | 0.2509 | 15.0700
83 | 96.4410 | 0.9019 | 1.6473 | 48.9528 | 0.6408 | 14.8835 | 143.7182 | 0.7113 | 2.2052 | 119.5634 | 0.2513 | 15.0624
84 | 96.4448 | 0.9019 | 1.6473 | 48.9573 | 0.6408 | 14.8838 | 143.7580 | 0.7125 | 2.2054 | 119.5699 | 0.2511 | 15.0764
85 | 96.4467 | 0.9018 | 1.6473 | 48.9652 | 0.6408 | 14.8836 | 143.6508 | 0.7119 | 2.2050 | 119.4061 | 0.2514 | 15.0602
86 | 96.4464 | 0.9018 | 1.6473 | 48.9633 | 0.6408 | 14.8830 | 143.6368 | 0.7123 | 2.2047 | 119.3787 | 0.2516 | 15.0727
87 | 96.4438 | 0.9019 | 1.6473 | 48.9575 | 0.6408 | 14.8838 | 143.7431 | 0.7130 | 2.2059 | 119.4821 | 0.2506 | 15.1038
88 | 96.4423 | 0.9019 | 1.6473 | 48.9557 | 0.6408 | 14.8830 | 143.6768 | 0.7116 | 2.2055 | 119.4450 | 0.2510 | 15.0732
89 | 96.4431 | 0.9018 | 1.6473 | 48.9587 | 0.6408 | 14.8831 | 143.7788 | 0.7119 | 2.2055 | 119.6359 | 0.2511 | 15.0636
90 | 96.4431 | 0.9018 | 1.6473 | 48.9568 | 0.6408 | 14.8835 | 143.7538 | 0.7116 | 2.2053 | 119.6101 | 0.2512 | 15.0669
91 | 96.4424 | 0.9018 | 1.6473 | 48.9549 | 0.6408 | 14.8838 | 143.6973 | 0.7118 | 2.2051 | 119.4980 | 0.2513 | 15.0644
92 | 96.4407 | 0.9018 | 1.6473 | 48.9531 | 0.6408 | 14.8851 | 143.6673 | 0.7110 | 2.2052 | 119.4746 | 0.2513 | 15.0442
93 | 96.4432 | 0.9019 | 1.6472 | 48.9562 | 0.6409 | 14.8835 | 143.7275 | 0.7131 | 2.2054 | 119.4785 | 0.2511 | 15.0920
94 | 96.4424 | 0.9019 | 1.6473 | 48.9552 | 0.6408 | 14.8840 | 143.6425 | 0.7106 | 2.2050 | 119.4551 | 0.2513 | 15.0403
95 | 96.4379 | 0.9018 | 1.6472 | 48.9496 | 0.6408 | 14.8837 | 143.7007 | 0.7110 | 2.2052 | 119.5430 | 0.2514 | 15.0435
96 | 96.4404 | 0.9019 | 1.6473 | 48.9508 | 0.6408 | 14.8831 | 143.6858 | 0.7117 | 2.2054 | 119.4629 | 0.2510 | 15.0675
97 | 96.4448 | 0.9018 | 1.6473 | 48.9587 | 0.6408 | 14.8831 | 143.7271 | 0.7118 | 2.2054 | 119.5404 | 0.2511 | 15.0661
98 | 96.4439 | 0.9019 | 1.6473 | 48.9564 | 0.6408 | 14.8842 | 143.7364 | 0.7109 | 2.2052 | 119.6156 | 0.2511 | 15.0526
99 | 96.4459 | 0.9018 | 1.6474 | 48.9609 | 0.6407 | 14.8828 | 143.7281 | 0.7117 | 2.2056 | 119.5343 | 0.2510 | 15.0724
100 | 96.4437 | 0.9018 | 1.6473 | 48.9610 | 0.6408 | 14.8836 | 143.7346 | 0.7110 | 2.2050 | 119.6189 | 0.2514 | 15.0483
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 3.4473 | 0.3705 | 0.7370 | 0.1323 | 0.6818 | 20.2676 | 0.2629 | 0.9379 | 4.3399 | 3.6542 | 0.3196 | 0.7676 | 0.1435 | 8.2062 | 15.1268 | 0.2323 | 0.9656 | 3.9667
2 | 1.5847 | 0.3263 | 0.7003 | 0.0473 | 0.5875 | 3.0455 | 0.2996 | 1.0415 | 4.8154 | 3.1814 | 0.2983 | 0.7194 | 0.1245 | 6.5905 | 12.3930 | 0.2805 | 0.9867 | 4.7132
3 | 1.4675 | 0.3055 | 0.6890 | 0.0488 | 0.5983 | 2.0187 | 0.3109 | 1.0172 | 4.9947 | 2.9883 | 0.2855 | 0.7037 | 0.1154 | 6.4541 | 10.7796 | 0.2962 | 0.9503 | 4.9633
4 | 1.4063 | 0.2928 | 0.6817 | 0.0445 | 0.6008 | 1.5542 | 0.3182 | 0.9599 | 5.1048 | 2.8701 | 0.2755 | 0.6942 | 0.1027 | 6.4740 | 9.7940 | 0.3057 | 0.8892 | 5.0889
5 | 1.3720 | 0.2842 | 0.6765 | 0.0416 | 0.5996 | 1.3134 | 0.3234 | 0.8783 | 5.1819 | 2.7742 | 0.2681 | 0.6875 | 0.0961 | 6.3931 | 9.0381 | 0.3124 | 0.8077 | 5.1909
6 | 1.3516 | 0.2780 | 0.6730 | 0.0399 | 0.5977 | 1.1781 | 0.3270 | 0.7905 | 5.2379 | 2.7492 | 0.2652 | 0.6846 | 0.0903 | 6.3855 | 8.8798 | 0.3153 | 0.7274 | 5.2232
7 | 1.3375 | 0.2751 | 0.6709 | 0.0378 | 0.5961 | 1.0804 | 0.3290 | 0.7099 | 5.2683 | 2.7202 | 0.2624 | 0.6812 | 0.0862 | 6.3120 | 8.7275 | 0.3187 | 0.6587 | 5.2647
8 | 1.3291 | 0.2737 | 0.6698 | 0.0370 | 0.5960 | 1.0142 | 0.3301 | 0.6433 | 5.2836 | 2.7403 | 0.2612 | 0.6805 | 0.0857 | 6.3999 | 8.8511 | 0.3195 | 0.5980 | 5.2814
9 | 1.3263 | 0.2738 | 0.6696 | 0.0382 | 0.5967 | 0.9724 | 0.3303 | 0.5868 | 5.2859 | 2.7413 | 0.2614 | 0.6798 | 0.0860 | 6.4407 | 8.8156 | 0.3201 | 0.5490 | 5.2865
10 | 1.3244 | 0.2737 | 0.6696 | 0.0390 | 0.5990 | 0.9435 | 0.3304 | 0.5424 | 5.2850 | 2.7090 | 0.2626 | 0.6809 | 0.0861 | 6.1261 | 8.8096 | 0.3191 | 0.5127 | 5.2577
11 | 1.3209 | 0.2731 | 0.6692 | 0.0387 | 0.6009 | 0.9159 | 0.3308 | 0.5118 | 5.2894 | 2.7130 | 0.2625 | 0.6814 | 0.0855 | 6.2784 | 8.7016 | 0.3185 | 0.4878 | 5.2522
12 | 1.3189 | 0.2725 | 0.6689 | 0.0384 | 0.6012 | 0.9048 | 0.3311 | 0.4930 | 5.2938 | 2.6636 | 0.2609 | 0.6789 | 0.0843 | 6.1318 | 8.3746 | 0.3210 | 0.4752 | 5.2905
13 | 1.3176 | 0.2721 | 0.6687 | 0.0383 | 0.6018 | 0.8954 | 0.3312 | 0.4842 | 5.2958 | 2.6851 | 0.2604 | 0.6818 | 0.0861 | 6.2214 | 8.4968 | 0.3181 | 0.4691 | 5.2466
14 | 1.3172 | 0.2719 | 0.6686 | 0.0385 | 0.6027 | 0.8911 | 0.3313 | 0.4805 | 5.2974 | 2.6882 | 0.2608 | 0.6800 | 0.0870 | 6.2579 | 8.4663 | 0.3199 | 0.4671 | 5.2852
15 | 1.3192 | 0.2713 | 0.6684 | 0.0404 | 0.6046 | 0.8956 | 0.3316 | 0.4790 | 5.3025 | 2.6792 | 0.2592 | 0.6777 | 0.0894 | 6.1194 | 8.4981 | 0.3223 | 0.4661 | 5.3241
16 | 1.3219 | 0.2702 | 0.6680 | 0.0428 | 0.6066 | 0.9065 | 0.3319 | 0.4805 | 5.3102 | 2.7540 | 0.2573 | 0.6777 | 0.0946 | 6.3403 | 8.9864 | 0.3222 | 0.4674 | 5.3312
17 | 1.3247 | 0.2689 | 0.6678 | 0.0447 | 0.6091 | 0.9243 | 0.3322 | 0.4844 | 5.3162 | 2.7594 | 0.2569 | 0.6791 | 0.0956 | 6.4219 | 8.9593 | 0.3208 | 0.4710 | 5.3085
18 | 1.3270 | 0.2675 | 0.6673 | 0.0458 | 0.6112 | 0.9471 | 0.3326 | 0.4877 | 5.3238 | 2.7657 | 0.2554 | 0.6776 | 0.0974 | 6.3850 | 9.0444 | 0.3223 | 0.4739 | 5.3390
19 | 1.3282 | 0.2662 | 0.6670 | 0.0471 | 0.6127 | 0.9551 | 0.3330 | 0.4917 | 5.3310 | 2.7600 | 0.2555 | 0.6781 | 0.0991 | 6.2065 | 9.1552 | 0.3218 | 0.4769 | 5.3251
20 | 1.3281 | 0.2653 | 0.6670 | 0.0488 | 0.6132 | 0.9471 | 0.3329 | 0.4945 | 5.3306 | 2.7966 | 0.2542 | 0.6782 | 0.1026 | 6.4073 | 9.2977 | 0.3217 | 0.4792 | 5.3268
21 | 1.3287 | 0.2645 | 0.6671 | 0.0508 | 0.6147 | 0.9395 | 0.3328 | 0.4970 | 5.3292 | 2.8113 | 0.2533 | 0.6764 | 0.1049 | 6.4234 | 9.4058 | 0.3236 | 0.4805 | 5.3603
22 | 1.3298 | 0.2643 | 0.6673 | 0.0522 | 0.6152 | 0.9394 | 0.3327 | 0.4977 | 5.3268 | 2.8355 | 0.2538 | 0.6780 | 0.1070 | 6.5483 | 9.4984 | 0.3219 | 0.4812 | 5.3411
23 | 1.3310 | 0.2641 | 0.6674 | 0.0539 | 0.6152 | 0.9383 | 0.3325 | 0.4987 | 5.3249 | 2.8425 | 0.2538 | 0.6795 | 0.1077 | 6.6186 | 9.4991 | 0.3204 | 0.4814 | 5.3128
24 | 1.3320 | 0.2639 | 0.6676 | 0.0553 | 0.6144 | 0.9370 | 0.3324 | 0.5003 | 5.3224 | 2.8314 | 0.2532 | 0.6794 | 0.1082 | 6.5392 | 9.4693 | 0.3205 | 0.4841 | 5.3114
25 | 1.3336 | 0.2638 | 0.6677 | 0.0567 | 0.6143 | 0.9394 | 0.3322 | 0.5031 | 5.3200 | 2.8288 | 0.2521 | 0.6795 | 0.1090 | 6.6410 | 9.3409 | 0.3205 | 0.4869 | 5.3191
26 | 1.3343 | 0.2640 | 0.6680 | 0.0583 | 0.6142 | 0.9304 | 0.3319 | 0.5059 | 5.3165 | 2.8228 | 0.2549 | 0.6800 | 0.1097 | 6.4947 | 9.4015 | 0.3199 | 0.4886 | 5.3018
27 | 1.3356 | 0.2642 | 0.6682 | 0.0598 | 0.6151 | 0.9259 | 0.3317 | 0.5075 | 5.3131 | 2.8228 | 0.2538 | 0.6804 | 0.1121 | 6.4692 | 9.4122 | 0.3196 | 0.4914 | 5.2971
28 | 1.3360 | 0.2639 | 0.6683 | 0.0618 | 0.6144 | 0.9136 | 0.3316 | 0.5097 | 5.3126 | 2.8127 | 0.2518 | 0.6781 | 0.1143 | 6.5286 | 9.2378 | 0.3218 | 0.4931 | 5.3427
29 | 1.3382 | 0.2638 | 0.6685 | 0.0643 | 0.6147 | 0.9121 | 0.3315 | 0.5116 | 5.3109 | 2.8299 | 0.2525 | 0.6813 | 0.1163 | 6.7404 | 9.1746 | 0.3187 | 0.4951 | 5.2984
30 | 1.3396 | 0.2638 | 0.6686 | 0.0664 | 0.6145 | 0.9056 | 0.3313 | 0.5126 | 5.3092 | 2.8716 | 0.2524 | 0.6827 | 0.1187 | 6.8836 | 9.4260 | 0.3173 | 0.4949 | 5.2819
31 | 1.3414 | 0.2637 | 0.6687 | 0.0682 | 0.6145 | 0.9056 | 0.3312 | 0.5130 | 5.3081 | 2.8397 | 0.2537 | 0.6803 | 0.1193 | 6.5781 | 9.3972 | 0.3196 | 0.4955 | 5.3062
32 | 1.3435 | 0.2640 | 0.6690 | 0.0699 | 0.6147 | 0.9066 | 0.3309 | 0.5134 | 5.3039 | 2.8283 | 0.2538 | 0.6807 | 0.1205 | 6.5713 | 9.2733 | 0.3192 | 0.4957 | 5.3020
33 | 1.3447 | 0.2644 | 0.6693 | 0.0713 | 0.6144 | 0.9007 | 0.3307 | 0.5147 | 5.3013 | 2.8339 | 0.2534 | 0.6813 | 0.1218 | 6.6623 | 9.2290 | 0.3187 | 0.4978 | 5.3015
34 | 1.3454 | 0.2648 | 0.6695 | 0.0722 | 0.6133 | 0.8974 | 0.3304 | 0.5160 | 5.2971 | 2.8217 | 0.2547 | 0.6793 | 0.1237 | 6.5416 | 9.1887 | 0.3206 | 0.4983 | 5.3309
35 | 1.3456 | 0.2649 | 0.6696 | 0.0732 | 0.6136 | 0.8864 | 0.3303 | 0.5167 | 5.2965 | 2.8262 | 0.2546 | 0.6812 | 0.1243 | 6.5049 | 9.2768 | 0.3188 | 0.4998 | 5.2941
36 | 1.3467 | 0.2649 | 0.6697 | 0.0745 | 0.6136 | 0.8846 | 0.3303 | 0.5171 | 5.2969 | 2.8344 | 0.2546 | 0.6806 | 0.1258 | 6.5000 | 9.3450 | 0.3193 | 0.4983 | 5.3042
37 | 1.3479 | 0.2648 | 0.6698 | 0.0757 | 0.6130 | 0.8863 | 0.3302 | 0.5182 | 5.2953 | 2.8523 | 0.2543 | 0.6809 | 0.1264 | 6.5989 | 9.4264 | 0.3191 | 0.5013 | 5.2977
38 | 1.3480 | 0.2645 | 0.6698 | 0.0767 | 0.6126 | 0.8817 | 0.3301 | 0.5188 | 5.2945 | 2.8404 | 0.2541 | 0.6835 | 0.1277 | 6.7213 | 9.1762 | 0.3164 | 0.5008 | 5.2654
39 | 1.3486 | 0.2641 | 0.6700 | 0.0778 | 0.6124 | 0.8813 | 0.3300 | 0.5193 | 5.2925 | 2.8044 | 0.2523 | 0.6801 | 0.1304 | 6.4548 | 9.0659 | 0.3198 | 0.5000 | 5.3120
40 | 1.3500 | 0.2635 | 0.6702 | 0.0803 | 0.6120 | 0.8774 | 0.3297 | 0.5186 | 5.2886 | 2.8015 | 0.2543 | 0.6839 | 0.1319 | 6.4378 | 9.0320 | 0.3160 | 0.5004 | 5.2522
41 | 1.3515 | 0.2633 | 0.6705 | 0.0817 | 0.6126 | 0.8791 | 0.3294 | 0.5184 | 5.2856 | 2.8146 | 0.2525 | 0.6833 | 0.1325 | 6.5671 | 9.0442 | 0.3166 | 0.5006 | 5.2609
42 | 1.3531 | 0.2636 | 0.6709 | 0.0832 | 0.6121 | 0.8790 | 0.3290 | 0.5177 | 5.2795 | 2.8565 | 0.2516 | 0.6823 | 0.1358 | 6.7988 | 9.1921 | 0.3176 | 0.4991 | 5.2936
43 | 1.3549 | 0.2634 | 0.6711 | 0.0851 | 0.6132 | 0.8783 | 0.3288 | 0.5167 | 5.2774 | 2.8229 | 0.2516 | 0.6821 | 0.1369 | 6.5161 | 9.1346 | 0.3178 | 0.4981 | 5.2868
44 | 1.3566 | 0.2630 | 0.6713 | 0.0871 | 0.6131 | 0.8801 | 0.3287 | 0.5165 | 5.2759 | 2.8254 | 0.2540 | 0.6841 | 0.1390 | 6.4876 | 9.1537 | 0.3159 | 0.4984 | 5.2505
45 | 1.3592 | 0.2626 | 0.6716 | 0.0896 | 0.6131 | 0.8845 | 0.3283 | 0.5150 | 5.2730 | 2.8388 | 0.2544 | 0.6841 | 0.1407 | 6.4990 | 9.2548 | 0.3158 | 0.4968 | 5.2500
46 | 1.3605 | 0.2626 | 0.6719 | 0.0909 | 0.6135 | 0.8852 | 0.3280 | 0.5133 | 5.2700 | 2.8102 | 0.2523 | 0.6838 | 0.1419 | 6.4718 | 9.0062 | 0.3162 | 0.4947 | 5.2535
47 | 1.3606 | 0.2619 | 0.6720 | 0.0918 | 0.6136 | 0.8833 | 0.3280 | 0.5117 | 5.2694 | 2.7908 | 0.2521 | 0.6828 | 0.1424 | 6.3126 | 8.9659 | 0.3171 | 0.4945 | 5.2704
48 | 1.3618 | 0.2613 | 0.6720 | 0.0932 | 0.6137 | 0.8865 | 0.3279 | 0.5113 | 5.2684 | 2.8225 | 0.2508 | 0.6859 | 0.1449 | 6.5640 | 9.0224 | 0.3140 | 0.4933 | 5.2291
49 | 1.3630 | 0.2608 | 0.6722 | 0.0948 | 0.6135 | 0.8877 | 0.3278 | 0.5101 | 5.2673 | 2.8128 | 0.2524 | 0.6872 | 0.1463 | 6.4328 | 9.0313 | 0.3128 | 0.4913 | 5.2053
50 | 1.3644 | 0.2602 | 0.6725 | 0.0968 | 0.6133 | 0.8886 | 0.3274 | 0.5082 | 5.2627 | 2.8206 | 0.2505 | 0.6835 | 0.1481 | 6.4511 | 9.0801 | 0.3164 | 0.4891 | 5.2660
51 | 1.3652 | 0.2597 | 0.6727 | 0.0980 | 0.6136 | 0.8905 | 0.3273 | 0.5064 | 5.2602 | 2.8154 | 0.2502 | 0.6837 | 0.1492 | 6.4140 | 9.0619 | 0.3163 | 0.4881 | 5.2609
52 | 1.3655 | 0.2589 | 0.6730 | 0.0994 | 0.6121 | 0.8886 | 0.3270 | 0.5048 | 5.2567 | 2.7893 | 0.2479 | 0.6842 | 0.1508 | 6.4015 | 8.8162 | 0.3157 | 0.4876 | 5.2571
53 | 1.3668 | 0.2583 | 0.6732 | 0.1013 | 0.6109 | 0.8910 | 0.3267 | 0.5041 | 5.2535 | 2.8184 | 0.2452 | 0.6834 | 0.1531 | 6.6636 | 8.8350 | 0.3165 | 0.4859 | 5.2886
54 | 1.3686 | 0.2578 | 0.6735 | 0.1034 | 0.6105 | 0.8927 | 0.3264 | 0.5034 | 5.2506 | 2.8046 | 0.2457 | 0.6829 | 0.1547 | 6.4585 | 8.8846 | 0.3170 | 0.4856 | 5.2895
55 | 1.3702 | 0.2571 | 0.6738 | 0.1061 | 0.6094 | 0.8887 | 0.3261 | 0.5023 | 5.2478 | 2.8063 | 0.2459 | 0.6845 | 0.1566 | 6.3648 | 8.9825 | 0.3154 | 0.4843 | 5.2594
56 | 1.3710 | 0.2567 | 0.6739 | 0.1073 | 0.6091 | 0.8895 | 0.3260 | 0.5017 | 5.2467 | 2.8386 | 0.2459 | 0.6875 | 0.1578 | 6.6964 | 8.9600 | 0.3124 | 0.4836 | 5.2256
57 | 1.3719 | 0.2560 | 0.6741 | 0.1090 | 0.6075 | 0.8892 | 0.3258 | 0.5014 | 5.2448 | 2.8157 | 0.2441 | 0.6864 | 0.1597 | 6.4745 | 8.9583 | 0.3135 | 0.4845 | 5.2309
58 | 1.3737 | 0.2554 | 0.6746 | 0.1113 | 0.6073 | 0.8917 | 0.3254 | 0.5006 | 5.2396 | 2.7965 | 0.2430 | 0.6856 | 0.1606 | 6.3562 | 8.8822 | 0.3143 | 0.4833 | 5.2487
59 | 1.3754 | 0.2547 | 0.6748 | 0.1134 | 0.6071 | 0.8938 | 0.3251 | 0.4990 | 5.2378 | 2.8000 | 0.2449 | 0.6888 | 0.1620 | 6.4313 | 8.8170 | 0.3111 | 0.4818 | 5.1971
60 | 1.3762 | 0.2541 | 0.6749 | 0.1150 | 0.6061 | 0.8932 | 0.3250 | 0.4986 | 5.2371 | 2.7974 | 0.2425 | 0.6865 | 0.1640 | 6.4507 | 8.7690 | 0.3134 | 0.4819 | 5.2353
61 | 1.3790 | 0.2534 | 0.6753 | 0.1175 | 0.6061 | 0.9019 | 0.3246 | 0.4981 | 5.2334 | 2.7812 | 0.2441 | 0.6895 | 0.1676 | 6.2545 | 8.7609 | 0.3104 | 0.4806 | 5.1846
62 | 1.3810 | 0.2528 | 0.6756 | 0.1195 | 0.6057 | 0.9093 | 0.3244 | 0.4973 | 5.2301 | 2.7731 | 0.2436 | 0.6884 | 0.1701 | 6.1965 | 8.7163 | 0.3115 | 0.4798 | 5.2011
63 | 1.3837 | 0.2517 | 0.6760 | 0.1229 | 0.6042 | 0.9153 | 0.3240 | 0.4970 | 5.2253 | 2.7597 | 0.2421 | 0.6872 | 0.1733 | 6.1349 | 8.6233 | 0.3127 | 0.4803 | 5.2189
64 | 1.3866 | 0.2509 | 0.6762 | 0.1258 | 0.6034 | 0.9237 | 0.3237 | 0.4968 | 5.2233 | 2.7474 | 0.2419 | 0.6866 | 0.1753 | 5.9526 | 8.6633 | 0.3133 | 0.4798 | 5.2271
65 | 1.3894 | 0.2503 | 0.6765 | 0.1287 | 0.6027 | 0.9285 | 0.3234 | 0.4969 | 5.2199 | 2.7894 | 0.2386 | 0.6898 | 0.1784 | 6.3654 | 8.6709 | 0.3101 | 0.4804 | 5.1949
66 | 1.3920 | 0.2495 | 0.6767 | 0.1312 | 0.6018 | 0.9372 | 0.3232 | 0.4975 | 5.2176 | 2.7715 | 0.2391 | 0.6897 | 0.1803 | 6.2121 | 8.6240 | 0.3102 | 0.4806 | 5.1916
67 | 1.3946 | 0.2490 | 0.6770 | 0.1336 | 0.6013 | 0.9450 | 0.3229 | 0.4978 | 5.2152 | 2.7716 | 0.2381 | 0.6881 | 0.1825 | 6.2146 | 8.6068 | 0.3118 | 0.4825 | 5.2174
68 | 1.3970 | 0.2484 | 0.6773 | 0.1362 | 0.5998 | 0.9503 | 0.3226 | 0.4985 | 5.2124 | 2.7607 | 0.2374 | 0.6895 | 0.1850 | 6.1663 | 8.5295 | 0.3104 | 0.4817 | 5.1971
69 | 1.3994 | 0.2477 | 0.6775 | 0.1387 | 0.5983 | 0.9564 | 0.3224 | 0.4995 | 5.2109 | 2.7590 | 0.2377 | 0.6900 | 0.1867 | 6.0811 | 8.5797 | 0.3099 | 0.4837 | 5.1862
70 | 1.4012 | 0.2472 | 0.6777 | 0.1408 | 0.5973 | 0.9596 | 0.3222 | 0.5007 | 5.2089 | 2.7688 | 0.2365 | 0.6886 | 0.1884 | 6.1703 | 8.5738 | 0.3113 | 0.4842 | 5.2172
71 | 1.4039 | 0.2466 | 0.6779 | 0.1433 | 0.5963 | 0.9668 | 0.3220 | 0.5015 | 5.2067 | 2.7751 | 0.2361 | 0.6913 | 0.1903 | 6.1982 | 8.5994 | 0.3086 | 0.4845 | 5.1760
72 | 1.4062 | 0.2463 | 0.6781 | 0.1454 | 0.5951 | 0.9736 | 0.3219 | 0.5022 | 5.2063 | 2.7693 | 0.2362 | 0.6909 | 0.1919 | 6.1080 | 8.6161 | 0.3090 | 0.4858 | 5.1784
73 | 1.4096 | 0.2456 | 0.6783 | 0.1479 | 0.5935 | 0.9887 | 0.3217 | 0.5029 | 5.2049 | 2.7711 | 0.2352 | 0.6907 | 0.1942 | 6.1282 | 8.5977 | 0.3092 | 0.4866 | 5.1877
74 | 1.4121 | 0.2450 | 0.6784 | 0.1502 | 0.5913 | 0.9983 | 0.3215 | 0.5036 | 5.2048 | 2.7738 | 0.2334 | 0.6890 | 0.1964 | 6.1477 | 8.5930 | 0.3109 | 0.4873 | 5.2194
75 | 1.4141 | 0.2442 | 0.6785 | 0.1528 | 0.5899 | 1.0002 | 0.3214 | 0.5043 | 5.2044 | 2.7581 | 0.2342 | 0.6908 | 0.1988 | 6.0148 | 8.5449 | 0.3091 | 0.4874 | 5.1879
76 | 1.4169 | 0.2435 | 0.6788 | 0.1562 | 0.5878 | 1.0035 | 0.3211 | 0.5042 | 5.2022 | 2.7453 | 0.2328 | 0.6915 | 0.2025 | 5.9747 | 8.4341 | 0.3085 | 0.4887 | 5.1783
77 | 1.4207 | 0.2426 | 0.6792 | 0.1599 | 0.5861 | 1.0131 | 0.3208 | 0.5038 | 5.1986 | 2.7524 | 0.2320 | 0.6924 | 0.2060 | 6.1016 | 8.3477 | 0.3075 | 0.4863 | 5.1718
78 | 1.4243 | 0.2416 | 0.6795 | 0.1640 | 0.5843 | 1.0209 | 0.3204 | 0.5030 | 5.1940 | 2.7312 | 0.2310 | 0.6933 | 0.2099 | 5.9804 | 8.2326 | 0.3066 | 0.4855 | 5.1557
79 | 1.4280 | 0.2406 | 0.6799 | 0.1678 | 0.5819 | 1.0330 | 0.3200 | 0.5019 | 5.1897 | 2.7170 | 0.2302 | 0.6909 | 0.2131 | 5.8280 | 8.2173 | 0.3090 | 0.4852 | 5.1856
80 | 1.4325 | 0.2392 | 0.6803 | 0.1723 | 0.5802 | 1.0485 | 0.3196 | 0.5006 | 5.1846 | 2.7245 | 0.2288 | 0.6941 | 0.2164 | 5.9268 | 8.1759 | 0.3058 | 0.4832 | 5.1459
81 | 1.4367 | 0.2379 | 0.6805 | 0.1763 | 0.5782 | 1.0667 | 0.3194 | 0.4995 | 5.1814 | 2.7256 | 0.2276 | 0.6945 | 0.2206 | 5.9295 | 8.1585 | 0.3054 | 0.4826 | 5.1333
82 | 1.4410 | 0.2365 | 0.6808 | 0.1803 | 0.5763 | 1.0851 | 0.3191 | 0.4986 | 5.1780 | 2.7159 | 0.2265 | 0.6940 | 0.2236 | 5.8518 | 8.1222 | 0.3059 | 0.4827 | 5.1377
83 | 1.4460 | 0.2354 | 0.6811 | 0.1840 | 0.5745 | 1.1110 | 0.3189 | 0.4977 | 5.1746 | 2.7135 | 0.2253 | 0.6943 | 0.2267 | 5.8181 | 8.1133 | 0.3057 | 0.4813 | 5.1356
84 | 1.4508 | 0.2343 | 0.6814 | 0.1876 | 0.5728 | 1.1355 | 0.3185 | 0.4970 | 5.1700 | 2.7165 | 0.2234 | 0.6935 | 0.2297 | 5.8477 | 8.0965 | 0.3064 | 0.4812 | 5.1531
85 | 1.4559 | 0.2334 | 0.6816 | 0.1907 | 0.5710 | 1.1669 | 0.3183 | 0.4961 | 5.1662 | 2.7185 | 0.2236 | 0.6944 | 0.2332 | 5.8062 | 8.1250 | 0.3055 | 0.4807 | 5.1362
86 | 1.4618 | 0.2322 | 0.6821 | 0.1948 | 0.5696 | 1.1992 | 0.3178 | 0.4950 | 5.1599 | 2.7220 | 0.2224 | 0.6953 | 0.2370 | 5.8065 | 8.1403 | 0.3046 | 0.4796 | 5.1193
87 | 1.4668 | 0.2312 | 0.6824 | 0.1982 | 0.5679 | 1.2277 | 0.3175 | 0.4938 | 5.1552 | 2.7330 | 0.2212 | 0.6951 | 0.2401 | 5.8647 | 8.1666 | 0.3048 | 0.4775 | 5.1277
88 | 1.4724 | 0.2304 | 0.6828 | 0.2018 | 0.5666 | 1.2581 | 0.3171 | 0.4925 | 5.1494 | 2.7302 | 0.2209 | 0.6961 | 0.2436 | 5.7989 | 8.1748 | 0.3038 | 0.4763 | 5.1115
89 | 1.4787 | 0.2296 | 0.6833 | 0.2054 | 0.5650 | 1.2940 | 0.3166 | 0.4909 | 5.1427 | 2.7352 | 0.2199 | 0.6959 | 0.2473 | 5.8134 | 8.1851 | 0.3040 | 0.4744 | 5.1140
90 | 1.4848 | 0.2287 | 0.6837 | 0.2090 | 0.5633 | 1.3298 | 0.3162 | 0.4890 | 5.1365 | 2.7432 | 0.2190 | 0.6973 | 0.2510 | 5.7921 | 8.2575 | 0.3026 | 0.4722 | 5.0960
91 | 1.4909 | 0.2279 | 0.6841 | 0.2127 | 0.5621 | 1.3639 | 0.3158 | 0.4870 | 5.1303 | 2.7563 | 0.2181 | 0.6978 | 0.2548 | 5.8571 | 8.2922 | 0.3021 | 0.4701 | 5.0938
92 | 1.4982 | 0.2271 | 0.6847 | 0.2170 | 0.5607 | 1.4048 | 0.3152 | 0.4848 | 5.1227 | 2.7629 | 0.2176 | 0.6979 | 0.2592 | 5.8050 | 8.3744 | 0.3020 | 0.4680 | 5.0900
93 | 1.5059 | 0.2262 | 0.6853 | 0.2213 | 0.5594 | 1.4488 | 0.3147 | 0.4825 | 5.1145 | 2.7751 | 0.2168 | 0.6982 | 0.2633 | 5.8262 | 8.4429 | 0.3017 | 0.4659 | 5.0841
94 | 1.5135 | 0.2255 | 0.6858 | 0.2255 | 0.5582 | 1.4934 | 0.3141 | 0.4803 | 5.1063 | 2.7919 | 0.2162 | 0.6993 | 0.2678 | 5.8725 | 8.5265 | 0.3006 | 0.4640 | 5.0693
