epoch | loss | sim_loss | var_loss | cov_loss | feat_std | feat_norm | val_loss | val_sim_loss | val_var_loss | val_cov_loss | val_feat_std | val_feat_norm
95 | 1.5212 | 0.2246 | 0.6864 | 0.2299 | 0.5565 | 1.5374 | 0.3135 | 0.4781 | 5.0977 | 2.8002 | 0.2154 | 0.7002 | 0.2721 | 5.8504 | 8.5964 | 0.2997 | 0.4613 | 5.0571
96 | 1.5290 | 0.2240 | 0.6871 | 0.2341 | 0.5553 | 1.5826 | 0.3129 | 0.4760 | 5.0883 | 2.8122 | 0.2147 | 0.7010 | 0.2763 | 5.8669 | 8.6648 | 0.2989 | 0.4590 | 5.0475
97 | 1.5369 | 0.2233 | 0.6876 | 0.2381 | 0.5544 | 1.6297 | 0.3123 | 0.4743 | 5.0796 | 2.8210 | 0.2143 | 0.7016 | 0.2804 | 5.8536 | 8.7300 | 0.2983 | 0.4577 | 5.0388
98 | 1.5439 | 0.2228 | 0.6882 | 0.2415 | 0.5534 | 1.6717 | 0.3117 | 0.4729 | 5.0714 | 2.8275 | 0.2140 | 0.7019 | 0.2836 | 5.8544 | 8.7664 | 0.2980 | 0.4565 | 5.0345
99 | 1.5490 | 0.2225 | 0.6887 | 0.2442 | 0.5526 | 1.7011 | 0.3113 | 0.4720 | 5.0646 | 2.8343 | 0.2137 | 0.7023 | 0.2860 | 5.8622 | 8.8057 | 0.2976 | 0.4559 | 5.0304
100 | 1.5525 | 0.2223 | 0.6889 | 0.2458 | 0.5529 | 1.7216 | 0.3110 | 0.4716 | 5.0609 | 2.8364 | 0.2135 | 0.7025 | 0.2871 | 5.8549 | 8.8241 | 0.2974 | 0.4557 | 5.0268
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 4.1295 | 0.3756 | 0.7451 | 0.1640 | 1.3691 | 26.0102 | 0.2548 | 0.9016 | 4.2502 | 5.6149 | 0.3222 | 0.8056 | 0.1702 | 17.8524 | 24.6873 | 0.1941 | 0.9237 | 3.4795
2 | 1.8443 | 0.3354 | 0.7051 | 0.0542 | 1.2584 | 4.8210 | 0.2948 | 1.0170 | 4.7446 | 4.1802 | 0.2973 | 0.7423 | 0.1376 | 11.4334 | 17.4041 | 0.2575 | 0.9580 | 4.3968
3 | 1.6395 | 0.3069 | 0.6890 | 0.0516 | 1.2804 | 3.0161 | 0.3109 | 0.9913 | 4.9962 | 3.5093 | 0.2803 | 0.7080 | 0.1176 | 9.1570 | 13.2997 | 0.2919 | 0.9281 | 4.9189
4 | 1.5373 | 0.2859 | 0.6773 | 0.0464 | 1.2782 | 2.2199 | 0.3226 | 0.9356 | 5.1746 | 3.2614 | 0.2650 | 0.6898 | 0.1070 | 8.4676 | 11.7313 | 0.3102 | 0.8708 | 5.1867
5 | 1.4981 | 0.2739 | 0.6707 | 0.0475 | 1.2838 | 1.9025 | 0.3292 | 0.8558 | 5.2776 | 3.2796 | 0.2594 | 0.6822 | 0.1061 | 8.5252 | 11.8994 | 0.3177 | 0.7849 | 5.2904
6 | 1.4803 | 0.2700 | 0.6681 | 0.0469 | 1.2952 | 1.7468 | 0.3319 | 0.7621 | 5.3172 | 3.3742 | 0.2577 | 0.6827 | 0.1111 | 9.0248 | 12.2990 | 0.3172 | 0.6877 | 5.2989
7 | 1.4793 | 0.2699 | 0.6685 | 0.0506 | 1.3101 | 1.6832 | 0.3315 | 0.6640 | 5.3171 | 3.4598 | 0.2577 | 0.6830 | 0.1167 | 9.4721 | 12.6346 | 0.3169 | 0.5929 | 5.3209
8 | 1.4773 | 0.2688 | 0.6687 | 0.0560 | 1.3163 | 1.6124 | 0.3312 | 0.5761 | 5.3184 | 3.3609 | 0.2577 | 0.6836 | 0.1183 | 9.2388 | 11.8707 | 0.3163 | 0.5168 | 5.3099
9 | 1.4768 | 0.2684 | 0.6696 | 0.0622 | 1.3188 | 1.5477 | 0.3303 | 0.5037 | 5.3104 | 3.2794 | 0.2584 | 0.6857 | 0.1224 | 8.8609 | 11.4038 | 0.3142 | 0.4556 | 5.2643
10 | 1.4769 | 0.2680 | 0.6704 | 0.0680 | 1.3177 | 1.4967 | 0.3295 | 0.4490 | 5.3041 | 3.2675 | 0.2568 | 0.6841 | 0.1235 | 8.9481 | 11.1917 | 0.3158 | 0.4117 | 5.3044
11 | 1.4747 | 0.2679 | 0.6708 | 0.0707 | 1.3145 | 1.4535 | 0.3291 | 0.4134 | 5.3020 | 3.2134 | 0.2563 | 0.6848 | 0.1239 | 8.8285 | 10.7751 | 0.3151 | 0.3858 | 5.2928
12 | 1.4748 | 0.2676 | 0.6711 | 0.0731 | 1.3123 | 1.4375 | 0.3288 | 0.3941 | 5.2982 | 3.1510 | 0.2549 | 0.6827 | 0.1239 | 8.5861 | 10.4072 | 0.3173 | 0.3762 | 5.3248
13 | 1.4729 | 0.2666 | 0.6710 | 0.0741 | 1.3109 | 1.4184 | 0.3290 | 0.3887 | 5.3024 | 3.1462 | 0.2563 | 0.6857 | 0.1255 | 8.5248 | 10.4103 | 0.3142 | 0.3738 | 5.2651
14 | 1.4769 | 0.2671 | 0.6717 | 0.0776 | 1.3164 | 1.4158 | 0.3282 | 0.3864 | 5.2939 | 3.1762 | 0.2568 | 0.6837 | 0.1284 | 8.6014 | 10.5882 | 0.3162 | 0.3722 | 5.3041
15 | 1.4800 | 0.2683 | 0.6726 | 0.0804 | 1.3204 | 1.4057 | 0.3273 | 0.3846 | 5.2802 | 3.1523 | 0.2582 | 0.6869 | 0.1296 | 8.5483 | 10.3893 | 0.3131 | 0.3702 | 5.2543
16 | 1.4802 | 0.2686 | 0.6732 | 0.0821 | 1.3207 | 1.3917 | 0.3268 | 0.3831 | 5.2720 | 3.1377 | 0.2591 | 0.6888 | 0.1308 | 8.3856 | 10.3999 | 0.3111 | 0.3698 | 5.2131
17 | 1.4799 | 0.2677 | 0.6730 | 0.0831 | 1.3209 | 1.3888 | 0.3269 | 0.3840 | 5.2711 | 3.2357 | 0.2570 | 0.6882 | 0.1351 | 8.8665 | 10.8650 | 0.3117 | 0.3706 | 5.2367
18 | 1.4791 | 0.2662 | 0.6727 | 0.0845 | 1.3198 | 1.3818 | 0.3272 | 0.3852 | 5.2748 | 3.1950 | 0.2554 | 0.6863 | 0.1356 | 8.7697 | 10.5627 | 0.3136 | 0.3720 | 5.2622
19 | 1.4798 | 0.2655 | 0.6727 | 0.0868 | 1.3199 | 1.3748 | 0.3273 | 0.3866 | 5.2750 | 3.1483 | 0.2539 | 0.6854 | 0.1372 | 8.5753 | 10.2881 | 0.3145 | 0.3733 | 5.2744
20 | 1.4786 | 0.2648 | 0.6729 | 0.0887 | 1.3168 | 1.3562 | 0.3270 | 0.3881 | 5.2689 | 3.1064 | 0.2537 | 0.6882 | 0.1389 | 8.3627 | 10.0740 | 0.3118 | 0.3752 | 5.2315
21 | 1.4800 | 0.2643 | 0.6731 | 0.0903 | 1.3175 | 1.3591 | 0.3268 | 0.3902 | 5.2633 | 3.1786 | 0.2522 | 0.6866 | 0.1444 | 8.5246 | 10.5898 | 0.3133 | 0.3765 | 5.2499
22 | 1.4828 | 0.2636 | 0.6732 | 0.0931 | 1.3185 | 1.3654 | 0.3267 | 0.3910 | 5.2617 | 3.1930 | 0.2520 | 0.6866 | 0.1487 | 8.6557 | 10.5623 | 0.3133 | 0.3771 | 5.2532
23 | 1.4855 | 0.2629 | 0.6733 | 0.0958 | 1.3195 | 1.3710 | 0.3267 | 0.3915 | 5.2611 | 3.2269 | 0.2512 | 0.6861 | 0.1506 | 8.6860 | 10.8530 | 0.3138 | 0.3769 | 5.2673
24 | 1.4895 | 0.2623 | 0.6734 | 0.0989 | 1.3204 | 1.3845 | 0.3266 | 0.3915 | 5.2630 | 3.2725 | 0.2531 | 0.6906 | 0.1539 | 8.7077 | 11.2465 | 0.3094 | 0.3763 | 5.1996
25 | 1.4927 | 0.2619 | 0.6735 | 0.1018 | 1.3211 | 1.3889 | 0.3264 | 0.3927 | 5.2649 | 3.3402 | 0.2512 | 0.6878 | 0.1559 | 8.9660 | 11.6518 | 0.3121 | 0.3777 | 5.2496
26 | 1.4963 | 0.2607 | 0.6733 | 0.1056 | 1.3220 | 1.3965 | 0.3266 | 0.3929 | 5.2697 | 3.4278 | 0.2492 | 0.6893 | 0.1654 | 9.3922 | 12.0209 | 0.3106 | 0.3754 | 5.2402
27 | 1.5033 | 0.2585 | 0.6736 | 0.1137 | 1.3225 | 1.4065 | 0.3264 | 0.3898 | 5.2686 | 3.3699 | 0.2491 | 0.6887 | 0.1737 | 8.9981 | 11.7569 | 0.3112 | 0.3710 | 5.2463
28 | 1.5129 | 0.2567 | 0.6744 | 0.1239 | 1.3233 | 1.4196 | 0.3255 | 0.3861 | 5.2581 | 3.4061 | 0.2474 | 0.6893 | 0.1824 | 9.0588 | 11.9842 | 0.3107 | 0.3679 | 5.2447
29 | 1.5211 | 0.2551 | 0.6748 | 0.1310 | 1.3241 | 1.4459 | 0.3251 | 0.3836 | 5.2548 | 3.4735 | 0.2430 | 0.6892 | 0.1890 | 9.5270 | 12.1556 | 0.3107 | 0.3655 | 5.2629
30 | 1.5276 | 0.2535 | 0.6753 | 0.1372 | 1.3244 | 1.4649 | 0.3246 | 0.3817 | 5.2482 | 3.4938 | 0.2427 | 0.6926 | 0.1957 | 9.5581 | 12.2745 | 0.3073 | 0.3637 | 5.2101
31 | 1.5319 | 0.2515 | 0.6758 | 0.1435 | 1.3222 | 1.4681 | 0.3241 | 0.3814 | 5.2434 | 3.4269 | 0.2403 | 0.6911 | 0.1995 | 9.3051 | 11.8435 | 0.3088 | 0.3638 | 5.2313
32 | 1.5374 | 0.2504 | 0.6763 | 0.1495 | 1.3204 | 1.4763 | 0.3237 | 0.3809 | 5.2383 | 3.4794 | 0.2404 | 0.6922 | 0.2032 | 9.5936 | 12.0429 | 0.3077 | 0.3634 | 5.2170
33 | 1.5431 | 0.2500 | 0.6768 | 0.1545 | 1.3192 | 1.4893 | 0.3231 | 0.3805 | 5.2313 | 3.4604 | 0.2386 | 0.6916 | 0.2075 | 9.5105 | 11.9049 | 0.3083 | 0.3631 | 5.2316
34 | 1.5486 | 0.2485 | 0.6773 | 0.1607 | 1.3159 | 1.5002 | 0.3226 | 0.3805 | 5.2260 | 3.4179 | 0.2405 | 0.6959 | 0.2147 | 9.3055 | 11.6066 | 0.3040 | 0.3629 | 5.1630
35 | 1.5527 | 0.2480 | 0.6775 | 0.1651 | 1.3133 | 1.5047 | 0.3225 | 0.3809 | 5.2264 | 3.4034 | 0.2380 | 0.6948 | 0.2156 | 9.1726 | 11.6120 | 0.3051 | 0.3641 | 5.1765
36 | 1.5566 | 0.2475 | 0.6777 | 0.1685 | 1.3127 | 1.5139 | 0.3222 | 0.3807 | 5.2250 | 3.4073 | 0.2385 | 0.6936 | 0.2198 | 9.1402 | 11.6271 | 0.3063 | 0.3631 | 5.2031
37 | 1.5607 | 0.2469 | 0.6782 | 0.1726 | 1.3123 | 1.5187 | 0.3218 | 0.3801 | 5.2208 | 3.4136 | 0.2376 | 0.6938 | 0.2230 | 9.0640 | 11.7500 | 0.3061 | 0.3636 | 5.1953
38 | 1.5635 | 0.2465 | 0.6786 | 0.1753 | 1.3113 | 1.5253 | 0.3213 | 0.3799 | 5.2150 | 3.4198 | 0.2373 | 0.6957 | 0.2271 | 9.0291 | 11.8061 | 0.3042 | 0.3621 | 5.1743
39 | 1.5681 | 0.2460 | 0.6793 | 0.1792 | 1.3126 | 1.5359 | 0.3207 | 0.3790 | 5.2072 | 3.4395 | 0.2378 | 0.6964 | 0.2323 | 9.0774 | 11.9016 | 0.3035 | 0.3619 | 5.1606
40 | 1.5769 | 0.2458 | 0.6799 | 0.1843 | 1.3134 | 1.5752 | 0.3200 | 0.3775 | 5.2001 | 3.4577 | 0.2366 | 0.6961 | 0.2357 | 9.2686 | 11.8657 | 0.3038 | 0.3606 | 5.1721
41 | 1.5814 | 0.2459 | 0.6803 | 0.1873 | 1.3126 | 1.5888 | 0.3196 | 0.3769 | 5.1972 | 3.4515 | 0.2369 | 0.6953 | 0.2397 | 9.1810 | 11.8362 | 0.3046 | 0.3599 | 5.1979
42 | 1.5837 | 0.2448 | 0.6810 | 0.1920 | 1.3110 | 1.5782 | 0.3190 | 0.3768 | 5.1887 | 3.4237 | 0.2351 | 0.6951 | 0.2430 | 9.0207 | 11.7086 | 0.3048 | 0.3605 | 5.1936
43 | 1.5852 | 0.2436 | 0.6814 | 0.1956 | 1.3100 | 1.5699 | 0.3185 | 0.3768 | 5.1836 | 3.4195 | 0.2341 | 0.6976 | 0.2460 | 9.1568 | 11.5095 | 0.3023 | 0.3596 | 5.1661
44 | 1.5890 | 0.2432 | 0.6819 | 0.1988 | 1.3090 | 1.5806 | 0.3180 | 0.3763 | 5.1774 | 3.4504 | 0.2345 | 0.6980 | 0.2489 | 9.2733 | 11.6679 | 0.3019 | 0.3603 | 5.1602
45 | 1.5917 | 0.2433 | 0.6824 | 0.2011 | 1.3087 | 1.5854 | 0.3175 | 0.3762 | 5.1697 | 3.4513 | 0.2330 | 0.6979 | 0.2488 | 9.2671 | 11.7056 | 0.3020 | 0.3601 | 5.1537
46 | 1.5918 | 0.2427 | 0.6827 | 0.2021 | 1.3080 | 1.5843 | 0.3172 | 0.3770 | 5.1647 | 3.4494 | 0.2346 | 0.6989 | 0.2517 | 9.1449 | 11.7686 | 0.3010 | 0.3597 | 5.1372
47 | 1.5976 | 0.2423 | 0.6832 | 0.2045 | 1.3077 | 1.6226 | 0.3167 | 0.3775 | 5.1582 | 3.4325 | 0.2332 | 0.6988 | 0.2552 | 9.0158 | 11.7045 | 0.3011 | 0.3602 | 5.1406
48 | 1.6027 | 0.2415 | 0.6839 | 0.2083 | 1.3076 | 1.6457 | 0.3160 | 0.3774 | 5.1477 | 3.4311 | 0.2326 | 0.7004 | 0.2567 | 9.0769 | 11.6297 | 0.2995 | 0.3607 | 5.1098
49 | 1.6036 | 0.2409 | 0.6843 | 0.2108 | 1.3055 | 1.6383 | 0.3156 | 0.3781 | 5.1420 | 3.4348 | 0.2319 | 0.7000 | 0.2578 | 9.0473 | 11.6905 | 0.2999 | 0.3627 | 5.1163
50 | 1.6061 | 0.2410 | 0.6844 | 0.2110 | 1.3055 | 1.6606 | 0.3155 | 0.3794 | 5.1405 | 3.4671 | 0.2313 | 0.7004 | 0.2597 | 9.2210 | 11.8223 | 0.2995 | 0.3636 | 5.1182
51 | 1.6076 | 0.2403 | 0.6848 | 0.2127 | 1.3039 | 1.6687 | 0.3151 | 0.3810 | 5.1342 | 3.4606 | 0.2332 | 0.7009 | 0.2616 | 9.1877 | 11.7533 | 0.2990 | 0.3655 | 5.1105
52 | 1.6081 | 0.2394 | 0.6852 | 0.2143 | 1.3029 | 1.6693 | 0.3147 | 0.3836 | 5.1285 | 3.4714 | 0.2301 | 0.7005 | 0.2628 | 9.1903 | 11.8795 | 0.2994 | 0.3684 | 5.1141
53 | 1.6082 | 0.2395 | 0.6855 | 0.2151 | 1.3035 | 1.6617 | 0.3144 | 0.3862 | 5.1225 | 3.4583 | 0.2306 | 0.7006 | 0.2647 | 9.0200 | 11.9008 | 0.2993 | 0.3704 | 5.1048
54 | 1.6093 | 0.2393 | 0.6858 | 0.2154 | 1.3027 | 1.6731 | 0.3141 | 0.3878 | 5.1181 | 3.4554 | 0.2292 | 0.7021 | 0.2648 | 9.2417 | 11.6571 | 0.2978 | 0.3730 | 5.0937
55 | 1.6109 | 0.2386 | 0.6858 | 0.2152 | 1.3023 | 1.6993 | 0.3141 | 0.3901 | 5.1159 | 3.4117 | 0.2301 | 0.7026 | 0.2660 | 8.8647 | 11.5850 | 0.2972 | 0.3731 | 5.0745
56 | 1.6143 | 0.2375 | 0.6862 | 0.2176 | 1.2998 | 1.7244 | 0.3137 | 0.3926 | 5.1083 | 3.3722 | 0.2275 | 0.7013 | 0.2660 | 8.8840 | 11.1945 | 0.2986 | 0.3781 | 5.0939
57 | 1.6173 | 0.2372 | 0.6866 | 0.2195 | 1.2987 | 1.7411 | 0.3133 | 0.3957 | 5.1010 | 3.3531 | 0.2288 | 0.7018 | 0.2673 | 8.6444 | 11.2236 | 0.2981 | 0.3794 | 5.0795
58 | 1.6186 | 0.2366 | 0.6869 | 0.2213 | 1.2971 | 1.7453 | 0.3130 | 0.3987 | 5.0957 | 3.3482 | 0.2270 | 0.7014 | 0.2684 | 8.7171 | 11.1089 | 0.2985 | 0.3849 | 5.0816
59 | 1.6188 | 0.2361 | 0.6872 | 0.2233 | 1.2950 | 1.7358 | 0.3127 | 0.4021 | 5.0898 | 3.3449 | 0.2270 | 0.7020 | 0.2711 | 8.6924 | 11.0724 | 0.2979 | 0.3856 | 5.0778
60 | 1.6208 | 0.2352 | 0.6876 | 0.2257 | 1.2926 | 1.7439 | 0.3123 | 0.4047 | 5.0832 | 3.3085 | 0.2250 | 0.7033 | 0.2732 | 8.5018 | 10.9020 | 0.2966 | 0.3895 | 5.0548
61 | 1.6220 | 0.2345 | 0.6876 | 0.2265 | 1.2909 | 1.7570 | 0.3123 | 0.4072 | 5.0826 | 3.3345 | 0.2249 | 0.7031 | 0.2734 | 8.7357 | 10.9185 | 0.2968 | 0.3922 | 5.0698
62 | 1.6243 | 0.2338 | 0.6877 | 0.2277 | 1.2895 | 1.7772 | 0.3122 | 0.4097 | 5.0807 | 3.2991 | 0.2239 | 0.7040 | 0.2749 | 8.4542 | 10.8488 | 0.2959 | 0.3942 | 5.0468
63 | 1.6250 | 0.2336 | 0.6879 | 0.2281 | 1.2881 | 1.7835 | 0.3121 | 0.4123 | 5.0794 | 3.2812 | 0.2239 | 0.7036 | 0.2756 | 8.2998 | 10.8217 | 0.2963 | 0.3960 | 5.0471
64 | 1.6267 | 0.2328 | 0.6881 | 0.2297 | 1.2871 | 1.7927 | 0.3118 | 0.4144 | 5.0759 | 3.2811 | 0.2230 | 0.7039 | 0.2774 | 8.3026 | 10.8028 | 0.2960 | 0.3981 | 5.0504
65 | 1.6302 | 0.2322 | 0.6883 | 0.2309 | 1.2848 | 1.8254 | 0.3117 | 0.4165 | 5.0742 | 3.2892 | 0.2224 | 0.7034 | 0.2797 | 8.2951 | 10.8712 | 0.2965 | 0.3995 | 5.0618
66 | 1.6350 | 0.2316 | 0.6887 | 0.2330 | 1.2842 | 1.8593 | 0.3112 | 0.4182 | 5.0686 | 3.2775 | 0.2218 | 0.7047 | 0.2824 | 8.2319 | 10.8013 | 0.2952 | 0.4021 | 5.0392
67 | 1.6395 | 0.2309 | 0.6890 | 0.2349 | 1.2830 | 1.8930 | 0.3109 | 0.4198 | 5.0645 | 3.2879 | 0.2204 | 0.7046 | 0.2835 | 8.3844 | 10.7547 | 0.2953 | 0.4030 | 5.0416
68 | 1.6411 | 0.2301 | 0.6892 | 0.2367 | 1.2819 | 1.9008 | 0.3107 | 0.4217 | 5.0616 | 3.2788 | 0.2208 | 0.7038 | 0.2855 | 8.2691 | 10.7623 | 0.2960 | 0.4042 | 5.0440
69 | 1.6448 | 0.2290 | 0.6894 | 0.2388 | 1.2795 | 1.9304 | 0.3105 | 0.4235 | 5.0589 | 3.3070 | 0.2189 | 0.7049 | 0.2875 | 8.4836 | 10.8226 | 0.2950 | 0.4056 | 5.0397
70 | 1.6491 | 0.2286 | 0.6896 | 0.2404 | 1.2791 | 1.9622 | 0.3103 | 0.4251 | 5.0567 | 3.2932 | 0.2185 | 0.7039 | 0.2888 | 8.3283 | 10.8304 | 0.2960 | 0.4073 | 5.0505
71 | 1.6518 | 0.2277 | 0.6898 | 0.2421 | 1.2777 | 1.9818 | 0.3101 | 0.4265 | 5.0550 | 3.3109 | 0.2176 | 0.7051 | 0.2903 | 8.5342 | 10.7954 | 0.2948 | 0.4097 | 5.0369
72 | 1.6555 | 0.2270 | 0.6900 | 0.2441 | 1.2761 | 2.0068 | 0.3099 | 0.4274 | 5.0521 | 3.2955 | 0.2176 | 0.7048 | 0.2917 | 8.2862 | 10.8852 | 0.2951 | 0.4102 | 5.0284
73 | 1.6600 | 0.2261 | 0.6902 | 0.2466 | 1.2754 | 2.0377 | 0.3097 | 0.4278 | 5.0497 | 3.2792 | 0.2174 | 0.7064 | 0.2944 | 8.1834 | 10.8029 | 0.2935 | 0.4099 | 5.0018
74 | 1.6637 | 0.2251 | 0.6904 | 0.2488 | 1.2737 | 2.0634 | 0.3095 | 0.4276 | 5.0463 | 3.2895 | 0.2160 | 0.7055 | 0.2961 | 8.3104 | 10.7670 | 0.2944 | 0.4087 | 5.0266
75 | 1.6668 | 0.2240 | 0.6906 | 0.2513 | 1.2723 | 2.0832 | 0.3093 | 0.4273 | 5.0430 | 3.3062 | 0.2143 | 0.7067 | 0.2983 | 8.3943 | 10.8462 | 0.2932 | 0.4097 | 5.0088
76 | 1.6695 | 0.2224 | 0.6907 | 0.2540 | 1.2712 | 2.1005 | 0.3093 | 0.4269 | 5.0412 | 3.3045 | 0.2136 | 0.7068 | 0.3006 | 8.3318 | 10.8724 | 0.2931 | 0.4083 | 5.0105
77 | 1.6716 | 0.2213 | 0.6906 | 0.2555 | 1.2694 | 2.1196 | 0.3093 | 0.4268 | 5.0408 | 3.3143 | 0.2119 | 0.7058 | 0.3017 | 8.4514 | 10.8592 | 0.2941 | 0.4083 | 5.0216
78 | 1.6743 | 0.2202 | 0.6907 | 0.2575 | 1.2679 | 2.1411 | 0.3092 | 0.4265 | 5.0391 | 3.2896 | 0.2117 | 0.7060 | 0.3022 | 8.2828 | 10.7853 | 0.2939 | 0.4097 | 5.0084
79 | 1.6777 | 0.2192 | 0.6908 | 0.2594 | 1.2668 | 2.1676 | 0.3091 | 0.4261 | 5.0378 | 3.2974 | 0.2105 | 0.7060 | 0.3046 | 8.3561 | 10.7769 | 0.2939 | 0.4085 | 5.0118
80 | 1.6803 | 0.2179 | 0.6910 | 0.2621 | 1.2652 | 2.1824 | 0.3089 | 0.4255 | 5.0343 | 3.3035 | 0.2094 | 0.7054 | 0.3068 | 8.3475 | 10.8356 | 0.2945 | 0.4079 | 5.0187
81 | 1.6843 | 0.2169 | 0.6912 | 0.2644 | 1.2633 | 2.2115 | 0.3087 | 0.4247 | 5.0313 | 3.3206 | 0.2083 | 0.7063 | 0.3098 | 8.4166 | 10.9179 | 0.2936 | 0.4071 | 5.0092
82 | 1.6870 | 0.2158 | 0.6914 | 0.2670 | 1.2621 | 2.2251 | 0.3085 | 0.4239 | 5.0285 | 3.3267 | 0.2067 | 0.7064 | 0.3128 | 8.4368 | 10.9449 | 0.2935 | 0.4061 | 5.0075
83 | 1.6915 | 0.2146 | 0.6916 | 0.2702 | 1.2603 | 2.2523 | 0.3083 | 0.4227 | 5.0255 | 3.3442 | 0.2059 | 0.7063 | 0.3160 | 8.5048 | 11.0296 | 0.2936 | 0.4051 | 5.0095
84 | 1.6954 | 0.2138 | 0.6918 | 0.2725 | 1.2594 | 2.2758 | 0.3081 | 0.4213 | 5.0238 | 3.3596 | 0.2043 | 0.7067 | 0.3188 | 8.5517 | 11.1164 | 0.2932 | 0.4037 | 5.0144
85 | 1.7007 | 0.2124 | 0.6922 | 0.2769 | 1.2573 | 2.3033 | 0.3077 | 0.4197 | 5.0186 | 3.3699 | 0.2038 | 0.7070 | 0.3226 | 8.5137 | 11.2293 | 0.2928 | 0.4025 | 5.0061
86 | 1.7047 | 0.2112 | 0.6926 | 0.2807 | 1.2553 | 2.3194 | 0.3074 | 0.4177 | 5.0137 | 3.3908 | 0.2024 | 0.7077 | 0.3264 | 8.5974 | 11.3287 | 0.2922 | 0.3996 | 4.9996
87 | 1.7112 | 0.2098 | 0.6930 | 0.2852 | 1.2533 | 2.3553 | 0.3069 | 0.4154 | 5.0083 | 3.4073 | 0.2023 | 0.7092 | 0.3300 | 8.6369 | 11.4205 | 0.2907 | 0.3974 | 4.9773
88 | 1.7167 | 0.2086 | 0.6934 | 0.2895 | 1.2512 | 2.3834 | 0.3066 | 0.4131 | 5.0028 | 3.4207 | 0.2000 | 0.7091 | 0.3342 | 8.6907 | 11.4761 | 0.2908 | 0.3962 | 4.9861
89 | 1.7237 | 0.2072 | 0.6939 | 0.2945 | 1.2492 | 2.4198 | 0.3060 | 0.4106 | 4.9951 | 3.4340 | 0.1987 | 0.7086 | 0.3386 | 8.7430 | 11.5283 | 0.2912 | 0.3939 | 4.9920
90 | 1.7312 | 0.2059 | 0.6945 | 0.2996 | 1.2468 | 2.4608 | 0.3054 | 0.4082 | 4.9868 | 3.4429 | 0.1974 | 0.7095 | 0.3440 | 8.7083 | 11.6117 | 0.2904 | 0.3910 | 4.9787
91 | 1.7393 | 0.2046 | 0.6951 | 0.3051 | 1.2444 | 2.5030 | 0.3048 | 0.4057 | 4.9774 | 3.4672 | 0.1963 | 0.7113 | 0.3500 | 8.7749 | 11.7408 | 0.2886 | 0.3880 | 4.9545
92 | 1.7485 | 0.2031 | 0.6959 | 0.3112 | 1.2426 | 2.5523 | 0.3040 | 0.4032 | 4.9653 | 3.4853 | 0.1947 | 0.7117 | 0.3556 | 8.8061 | 11.8476 | 0.2882 | 0.3857 | 4.9523
93 | 1.7583 | 0.2018 | 0.6967 | 0.3168 | 1.2393 | 2.6124 | 0.3032 | 0.4007 | 4.9534 | 3.5133 | 0.1934 | 0.7130 | 0.3616 | 8.9041 | 11.9845 | 0.2869 | 0.3836 | 4.9332
94 | 1.7708 | 0.2003 | 0.6976 | 0.3234 | 1.2375 | 2.6899 | 0.3023 | 0.3983 | 4.9396 | 3.5224 | 0.1920 | 0.7136 | 0.3683 | 8.8796 | 12.0523 | 0.2863 | 0.3814 | 4.9205
95 | 1.7834 | 0.1990 | 0.6986 | 0.3298 | 1.2355 | 2.7702 | 0.3013 | 0.3959 | 4.9241 | 3.5400 | 0.1908 | 0.7145 | 0.3747 | 8.8613 | 12.1948 | 0.2854 | 0.3789 | 4.9087
96 | 1.7983 | 0.1978 | 0.6995 | 0.3360 | 1.2329 | 2.8728 | 0.3004 | 0.3938 | 4.9092 | 3.5590 | 0.1898 | 0.7157 | 0.3812 | 8.8693 | 12.3216 | 0.2842 | 0.3765 | 4.8919
97 | 1.8127 | 0.1967 | 0.7005 | 0.3420 | 1.2308 | 2.9719 | 0.2994 | 0.3920 | 4.8936 | 3.5692 | 0.1890 | 0.7167 | 0.3871 | 8.8378 | 12.4064 | 0.2832 | 0.3751 | 4.8758
98 | 1.8257 | 0.1957 | 0.7014 | 0.3475 | 1.2288 | 3.0608 | 0.2985 | 0.3906 | 4.8789 | 3.5779 | 0.1882 | 0.7178 | 0.3923 | 8.8141 | 12.4759 | 0.2820 | 0.3737 | 4.8576
99 | 1.8365 | 0.1951 | 0.7022 | 0.3516 | 1.2278 | 3.1364 | 0.2977 | 0.3897 | 4.8671 | 3.5857 | 0.1878 | 0.7182 | 0.3958 | 8.8073 | 12.5289 | 0.2817 | 0.3729 | 4.8534
100 | 1.8431 | 0.1947 | 0.7026 | 0.3541 | 1.2274 | 3.1822 | 0.2973 | 0.3892 | 4.8608 | 3.5864 | 0.1876 | 0.7183 | 0.3971 | 8.7950 | 12.5378 | 0.2816 | 0.3729 | 4.8501
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
