epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
14 | 97.4915 | 0.4244 | 0.7234 | 0.3591 | 1.2342 | 33.2160 | 0.2765 | 0.6662 | 3.1081 | 136.3971 | 0.3998 | 0.9143 | 0.4332 | 17.7656 | 47.2266 | 0.0850 | 0.5882 | 1.1355
15 | 97.4509 | 0.4240 | 0.7233 | 0.3591 | 1.2056 | 33.2096 | 0.2766 | 0.6661 | 3.1099 | 136.6205 | 0.3994 | 0.9157 | 0.4332 | 17.9199 | 47.2304 | 0.0835 | 0.5881 | 1.1339
16 | 97.4303 | 0.4237 | 0.7232 | 0.3591 | 1.1864 | 33.2118 | 0.2766 | 0.6660 | 3.1112 | 136.8315 | 0.3991 | 0.9169 | 0.4333 | 18.0785 | 47.2208 | 0.0823 | 0.5881 | 1.1333
17 | 97.4087 | 0.4234 | 0.7232 | 0.3591 | 1.1715 | 33.2090 | 0.2767 | 0.6659 | 3.1123 | 137.0813 | 0.3988 | 0.9180 | 0.4332 | 18.2964 | 47.2055 | 0.0812 | 0.5879 | 1.1337
18 | 97.3920 | 0.4232 | 0.7231 | 0.3591 | 1.1571 | 33.2095 | 0.2767 | 0.6658 | 3.1132 | 137.3304 | 0.3986 | 0.9189 | 0.4332 | 18.4913 | 47.2157 | 0.0802 | 0.5879 | 1.1334
19 | 97.3745 | 0.4230 | 0.7231 | 0.3591 | 1.1450 | 33.2064 | 0.2768 | 0.6657 | 3.1140 | 137.5381 | 0.3987 | 0.9198 | 0.4332 | 18.6685 | 47.2042 | 0.0794 | 0.5877 | 1.1317
20 | 97.3562 | 0.4228 | 0.7231 | 0.3590 | 1.1355 | 33.2012 | 0.2768 | 0.6655 | 3.1147 | 137.7358 | 0.3984 | 0.9205 | 0.4331 | 18.8588 | 47.1819 | 0.0786 | 0.5876 | 1.1327
21 | 97.3529 | 0.4227 | 0.7230 | 0.3591 | 1.1291 | 33.2049 | 0.2768 | 0.6654 | 3.1154 | 137.9564 | 0.3982 | 0.9211 | 0.4332 | 19.0311 | 47.1984 | 0.0780 | 0.5875 | 1.1347
22 | 97.3483 | 0.4226 | 0.7230 | 0.3591 | 1.1254 | 33.2052 | 0.2768 | 0.6653 | 3.1158 | 138.1620 | 0.3983 | 0.9217 | 0.4331 | 19.2143 | 47.1904 | 0.0774 | 0.5875 | 1.1341
23 | 97.3404 | 0.4224 | 0.7230 | 0.3591 | 1.1220 | 33.2030 | 0.2769 | 0.6652 | 3.1164 | 138.3369 | 0.3980 | 0.9223 | 0.4331 | 19.3686 | 47.1850 | 0.0768 | 0.5874 | 1.1365
24 | 97.3365 | 0.4223 | 0.7230 | 0.3591 | 1.1172 | 33.2034 | 0.2769 | 0.6651 | 3.1167 | 138.4989 | 0.3979 | 0.9228 | 0.4331 | 19.5057 | 47.1867 | 0.0763 | 0.5872 | 1.1369
25 | 97.3223 | 0.4222 | 0.7230 | 0.3591 | 1.1101 | 33.1986 | 0.2769 | 0.6650 | 3.1169 | 138.7060 | 0.3978 | 0.9234 | 0.4332 | 19.6761 | 47.1910 | 0.0757 | 0.5873 | 1.1366
26 | 97.3111 | 0.4222 | 0.7230 | 0.3591 | 1.1020 | 33.1966 | 0.2769 | 0.6649 | 3.1174 | 138.8570 | 0.3978 | 0.9238 | 0.4331 | 19.8319 | 47.1704 | 0.0752 | 0.5871 | 1.1366
