epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
7 | 1.6508 | 0.3282 | 0.7701 | 0.0599 | 1.3184 | 2.3395 | 0.2297 | 0.5725 | 4.5364 | 4.0120 | 0.3152 | 0.7819 | 0.1132 | 10.4556 | 16.3361 | 0.2179 | 0.5065 | 4.4615
8 | 1.6509 | 0.3270 | 0.7700 | 0.0687 | 1.3232 | 2.2563 | 0.2298 | 0.4774 | 4.5420 | 3.9408 | 0.3159 | 0.7819 | 0.1205 | 9.9931 | 16.0099 | 0.2179 | 0.4232 | 4.4615
9 | 1.6528 | 0.3256 | 0.7701 | 0.0778 | 1.3271 | 2.1941 | 0.2297 | 0.4020 | 4.5423 | 3.9654 | 0.3141 | 0.7799 | 0.1276 | 10.1791 | 16.0033 | 0.2199 | 0.3601 | 4.5119
10 | 1.6557 | 0.3243 | 0.7705 | 0.0868 | 1.3315 | 2.1409 | 0.2293 | 0.3477 | 4.5370 | 3.8196 | 0.3130 | 0.7782 | 0.1315 | 9.6466 | 15.0483 | 0.2217 | 0.3178 | 4.5405
11 | 1.6581 | 0.3224 | 0.7705 | 0.0938 | 1.3307 | 2.1141 | 0.2293 | 0.3136 | 4.5383 | 3.7743 | 0.3106 | 0.7784 | 0.1362 | 9.4674 | 14.7522 | 0.2214 | 0.2937 | 4.5367
12 | 1.6589 | 0.3202 | 0.7702 | 0.0982 | 1.3315 | 2.0978 | 0.2296 | 0.2956 | 4.5447 | 3.7554 | 0.3097 | 0.7795 | 0.1400 | 9.3889 | 14.6095 | 0.2204 | 0.2817 | 4.5228
13 | 1.6595 | 0.3191 | 0.7701 | 0.1027 | 1.3330 | 2.0673 | 0.2297 | 0.2877 | 4.5466 | 3.8086 | 0.3092 | 0.7784 | 0.1450 | 9.5822 | 14.8960 | 0.2214 | 0.2771 | 4.5526
14 | 1.6605 | 0.3184 | 0.7702 | 0.1068 | 1.3369 | 2.0399 | 0.2296 | 0.2853 | 4.5466 | 3.8133 | 0.3091 | 0.7794 | 0.1492 | 9.5002 | 14.9843 | 0.2204 | 0.2761 | 4.5391
15 | 1.6610 | 0.3170 | 0.7700 | 0.1111 | 1.3380 | 2.0116 | 0.2298 | 0.2864 | 4.5535 | 3.8147 | 0.3082 | 0.7786 | 0.1547 | 9.3405 | 15.1052 | 0.2213 | 0.2793 | 4.5616
16 | 1.6644 | 0.3159 | 0.7701 | 0.1167 | 1.3393 | 1.9968 | 0.2298 | 0.2921 | 4.5566 | 3.8683 | 0.3058 | 0.7794 | 0.1631 | 9.5327 | 15.3849 | 0.2204 | 0.2857 | 4.5574
17 | 1.6701 | 0.3147 | 0.7703 | 0.1241 | 1.3408 | 1.9887 | 0.2295 | 0.3004 | 4.5562 | 3.8873 | 0.3058 | 0.7796 | 0.1703 | 9.4309 | 15.6011 | 0.2202 | 0.2944 | 4.5578
18 | 1.6751 | 0.3142 | 0.7708 | 0.1305 | 1.3414 | 1.9770 | 0.2291 | 0.3090 | 4.5519 | 3.9122 | 0.3068 | 0.7816 | 0.1773 | 9.4596 | 15.7422 | 0.2182 | 0.3016 | 4.5281
19 | 1.6801 | 0.3135 | 0.7710 | 0.1361 | 1.3418 | 1.9773 | 0.2289 | 0.3171 | 4.5506 | 3.9709 | 0.3050 | 0.7814 | 0.1831 | 9.6213 | 16.1185 | 0.2184 | 0.3085 | 4.5429
20 | 1.6844 | 0.3124 | 0.7711 | 0.1415 | 1.3414 | 1.9774 | 0.2288 | 0.3232 | 4.5499 | 3.9765 | 0.3041 | 0.7824 | 0.1878 | 9.6535 | 16.1080 | 0.2174 | 0.3140 | 4.5263
21 | 1.6898 | 0.3117 | 0.7711 | 0.1462 | 1.3412 | 1.9911 | 0.2287 | 0.3286 | 4.5492 | 4.0122 | 0.3032 | 0.7832 | 0.1917 | 9.9440 | 16.1427 | 0.2166 | 0.3192 | 4.5162
22 | 1.6961 | 0.3107 | 0.7712 | 0.1514 | 1.3409 | 2.0131 | 0.2287 | 0.3333 | 4.5477 | 4.0321 | 0.3004 | 0.7815 | 0.1966 | 10.0987 | 16.1510 | 0.2183 | 0.3219 | 4.5630
23 | 1.6989 | 0.3095 | 0.7711 | 0.1553 | 1.3401 | 2.0150 | 0.2287 | 0.3370 | 4.5481 | 4.0208 | 0.2998 | 0.7823 | 0.1989 | 9.9377 | 16.1873 | 0.2175 | 0.3255 | 4.5455
24 | 1.7028 | 0.3086 | 0.7712 | 0.1587 | 1.3400 | 2.0305 | 0.2287 | 0.3414 | 4.5456 | 4.0225 | 0.2982 | 0.7827 | 0.2019 | 10.1195 | 16.0075 | 0.2170 | 0.3305 | 4.5401
25 | 1.7048 | 0.3076 | 0.7711 | 0.1616 | 1.3411 | 2.0304 | 0.2287 | 0.3476 | 4.5453 | 3.9928 | 0.2990 | 0.7825 | 0.2043 | 9.7535 | 16.0506 | 0.2172 | 0.3368 | 4.5301
26 | 1.7068 | 0.3066 | 0.7713 | 0.1647 | 1.3413 | 2.0317 | 0.2286 | 0.3527 | 4.5415 | 3.9865 | 0.2979 | 0.7841 | 0.2071 | 9.6773 | 16.0553 | 0.2157 | 0.3405 | 4.4946
27 | 1.7056 | 0.3058 | 0.7712 | 0.1655 | 1.3410 | 2.0196 | 0.2287 | 0.3571 | 4.5421 | 3.9874 | 0.2987 | 0.7844 | 0.2062 | 9.7995 | 15.9452 | 0.2154 | 0.3456 | 4.4873
28 | 1.7071 | 0.3051 | 0.7714 | 0.1680 | 1.3409 | 2.0174 | 0.2285 | 0.3606 | 4.5382 | 4.0415 | 0.2953 | 0.7833 | 0.2093 | 10.1648 | 16.1122 | 0.2164 | 0.3481 | 4.5217
29 | 1.7111 | 0.3044 | 0.7715 | 0.1701 | 1.3398 | 2.0450 | 0.2283 | 0.3638 | 4.5354 | 4.0434 | 0.2954 | 0.7840 | 0.2124 | 10.1283 | 16.1379 | 0.2157 | 0.3509 | 4.5080
30 | 1.7121 | 0.3036 | 0.7717 | 0.1724 | 1.3392 | 2.0421 | 0.2281 | 0.3667 | 4.5318 | 4.0538 | 0.2935 | 0.7833 | 0.2149 | 10.2122 | 16.1503 | 0.2164 | 0.3537 | 4.5217
31 | 1.7152 | 0.3029 | 0.7720 | 0.1748 | 1.3384 | 2.0590 | 0.2279 | 0.3696 | 4.5262 | 4.0166 | 0.2931 | 0.7822 | 0.2157 | 10.1009 | 15.8767 | 0.2175 | 0.3551 | 4.5513
32 | 1.7182 | 0.3023 | 0.7722 | 0.1781 | 1.3379 | 2.0610 | 0.2276 | 0.3716 | 4.5226 | 4.0299 | 0.2929 | 0.7836 | 0.2181 | 10.0859 | 16.0136 | 0.2161 | 0.3583 | 4.5139
33 | 1.7226 | 0.3020 | 0.7727 | 0.1820 | 1.3365 | 2.0727 | 0.2272 | 0.3730 | 4.5147 | 3.9868 | 0.2938 | 0.7855 | 0.2210 | 9.9084 | 15.7287 | 0.2143 | 0.3591 | 4.4758
34 | 1.7280 | 0.3016 | 0.7728 | 0.1857 | 1.3363 | 2.0936 | 0.2271 | 0.3742 | 4.5135 | 3.9864 | 0.2939 | 0.7866 | 0.2234 | 9.9196 | 15.6970 | 0.2131 | 0.3617 | 4.4470
35 | 1.7336 | 0.3014 | 0.7731 | 0.1893 | 1.3356 | 2.1174 | 0.2267 | 0.3759 | 4.5080 | 3.9868 | 0.2930 | 0.7834 | 0.2266 | 9.7796 | 15.8043 | 0.2163 | 0.3625 | 4.5157
36 | 1.7361 | 0.3012 | 0.7734 | 0.1927 | 1.3354 | 2.1103 | 0.2264 | 0.3771 | 4.5031 | 3.9892 | 0.2940 | 0.7871 | 0.2300 | 9.9032 | 15.6736 | 0.2126 | 0.3640 | 4.4414
37 | 1.7403 | 0.3008 | 0.7737 | 0.1959 | 1.3348 | 2.1254 | 0.2262 | 0.3783 | 4.4989 | 4.0252 | 0.2940 | 0.7852 | 0.2309 | 10.1954 | 15.7209 | 0.2145 | 0.3651 | 4.4879
38 | 1.7449 | 0.3010 | 0.7738 | 0.1986 | 1.3346 | 2.1421 | 0.2260 | 0.3796 | 4.4969 | 3.9945 | 0.2935 | 0.7868 | 0.2344 | 9.9325 | 15.6526 | 0.2130 | 0.3667 | 4.4550
39 | 1.7475 | 0.3008 | 0.7741 | 0.2012 | 1.3340 | 2.1455 | 0.2257 | 0.3801 | 4.4929 | 3.9771 | 0.2929 | 0.7858 | 0.2367 | 9.7608 | 15.6306 | 0.2140 | 0.3674 | 4.4762
40 | 1.7558 | 0.3005 | 0.7743 | 0.2039 | 1.3333 | 2.2055 | 0.2255 | 0.3803 | 4.4893 | 3.9992 | 0.2916 | 0.7867 | 0.2390 | 10.0340 | 15.5652 | 0.2130 | 0.3658 | 4.4673
41 | 1.7651 | 0.3006 | 0.7746 | 0.2069 | 1.3337 | 2.2672 | 0.2252 | 0.3808 | 4.4848 | 3.9798 | 0.2923 | 0.7876 | 0.2421 | 9.7335 | 15.6446 | 0.2122 | 0.3675 | 4.4406
42 | 1.7771 | 0.3006 | 0.7750 | 0.2097 | 1.3335 | 2.3604 | 0.2248 | 0.3812 | 4.4781 | 4.0229 | 0.2937 | 0.7869 | 0.2456 | 9.8587 | 15.8998 | 0.2129 | 0.3677 | 4.4536
43 | 1.7970 | 0.3001 | 0.7753 | 0.2133 | 1.3333 | 2.5299 | 0.2245 | 0.3814 | 4.4718 | 4.0824 | 0.2920 | 0.7873 | 0.2486 | 10.0688 | 16.2664 | 0.2125 | 0.3673 | 4.4554
44 | 1.8089 | 0.3002 | 0.7758 | 0.2158 | 1.3336 | 2.6238 | 0.2241 | 0.3813 | 4.4645 | 4.1017 | 0.2922 | 0.7889 | 0.2517 | 10.1692 | 16.3279 | 0.2109 | 0.3670 | 4.4272
45 | 1.8166 | 0.3005 | 0.7760 | 0.2172 | 1.3339 | 2.6838 | 0.2238 | 0.3810 | 4.4604 | 4.0919 | 0.2923 | 0.7878 | 0.2525 | 10.0361 | 16.3515 | 0.2119 | 0.3647 | 4.4452
46 | 1.8358 | 0.3006 | 0.7761 | 0.2181 | 1.3334 | 2.8674 | 0.2237 | 0.3802 | 4.4579 | 4.1372 | 0.2939 | 0.7884 | 0.2541 | 10.1630 | 16.6486 | 0.2114 | 0.3650 | 4.4356
47 | 1.8593 | 0.3004 | 0.7763 | 0.2201 | 1.3322 | 3.0865 | 0.2235 | 0.3797 | 4.4537 | 4.0984 | 0.2916 | 0.7878 | 0.2556 | 9.8669 | 16.5656 | 0.2120 | 0.3653 | 4.4437
48 | 1.8815 | 0.2995 | 0.7765 | 0.2230 | 1.3310 | 3.2898 | 0.2233 | 0.3787 | 4.4503 | 4.1308 | 0.2923 | 0.7897 | 0.2582 | 10.0595 | 16.6595 | 0.2100 | 0.3628 | 4.4215
49 | 1.9151 | 0.2990 | 0.7766 | 0.2249 | 1.3295 | 3.6133 | 0.2232 | 0.3777 | 4.4494 | 4.1341 | 0.2916 | 0.7887 | 0.2591 | 9.7814 | 16.9762 | 0.2111 | 0.3633 | 4.4233
50 | 1.9430 | 0.2981 | 0.7769 | 0.2271 | 1.3267 | 3.8831 | 0.2229 | 0.3772 | 4.4440 | 4.1540 | 0.2905 | 0.7888 | 0.2606 | 9.8249 | 17.1226 | 0.2110 | 0.3626 | 4.4306
51 | 1.9692 | 0.2979 | 0.7771 | 0.2296 | 1.3258 | 4.1234 | 0.2228 | 0.3768 | 4.4413 | 4.1652 | 0.2890 | 0.7890 | 0.2631 | 9.9337 | 17.1132 | 0.2107 | 0.3626 | 4.4308
52 | 1.9886 | 0.2972 | 0.7772 | 0.2314 | 1.3243 | 4.3073 | 0.2226 | 0.3760 | 4.4388 | 4.1798 | 0.2899 | 0.7901 | 0.2648 | 9.7774 | 17.4013 | 0.2097 | 0.3615 | 4.3968
53 | 2.0117 | 0.2966 | 0.7774 | 0.2333 | 1.3236 | 4.5265 | 0.2224 | 0.3745 | 4.4362 | 4.2063 | 0.2880 | 0.7890 | 0.2677 | 9.8778 | 17.5487 | 0.2108 | 0.3602 | 4.4266
54 | 2.0423 | 0.2959 | 0.7775 | 0.2344 | 1.3221 | 4.8299 | 0.2224 | 0.3734 | 4.4355 | 4.2194 | 0.2867 | 0.7875 | 0.2672 | 9.8997 | 17.6662 | 0.2122 | 0.3580 | 4.4639
55 | 2.0592 | 0.2954 | 0.7775 | 0.2350 | 1.3208 | 4.9997 | 0.2224 | 0.3721 | 4.4362 | 4.2084 | 0.2868 | 0.7892 | 0.2676 | 9.7743 | 17.6865 | 0.2105 | 0.3591 | 4.4233
56 | 2.0849 | 0.2945 | 0.7776 | 0.2358 | 1.3191 | 5.2594 | 0.2222 | 0.3710 | 4.4337 | 4.2261 | 0.2867 | 0.7895 | 0.2685 | 9.6657 | 17.9657 | 0.2103 | 0.3572 | 4.4170
57 | 2.1159 | 0.2936 | 0.7777 | 0.2365 | 1.3183 | 5.5725 | 0.2221 | 0.3699 | 4.4313 | 4.2215 | 0.2845 | 0.7891 | 0.2691 | 9.6205 | 17.9807 | 0.2107 | 0.3564 | 4.4245
58 | 2.1337 | 0.2929 | 0.7778 | 0.2367 | 1.3166 | 5.7570 | 0.2221 | 0.3686 | 4.4306 | 4.2233 | 0.2841 | 0.7888 | 0.2687 | 9.7505 | 17.8722 | 0.2110 | 0.3551 | 4.4354
59 | 2.1497 | 0.2922 | 0.7777 | 0.2363 | 1.3152 | 5.9284 | 0.2221 | 0.3676 | 4.4319 | 4.2029 | 0.2838 | 0.7893 | 0.2696 | 9.4701 | 17.9525 | 0.2104 | 0.3539 | 4.4130
60 | 2.1645 | 0.2914 | 0.7778 | 0.2368 | 1.3147 | 6.0806 | 0.2221 | 0.3665 | 4.4297 | 4.2033 | 0.2835 | 0.7894 | 0.2698 | 9.6267 | 17.7927 | 0.2104 | 0.3537 | 4.4229
61 | 2.1756 | 0.2903 | 0.7779 | 0.2376 | 1.3136 | 6.1974 | 0.2219 | 0.3652 | 4.4262 | 4.1997 | 0.2817 | 0.7888 | 0.2703 | 9.4628 | 17.9378 | 0.2109 | 0.3512 | 4.4257
62 | 2.1886 | 0.2893 | 0.7779 | 0.2375 | 1.3117 | 6.3391 | 0.2219 | 0.3640 | 4.4269 | 4.2118 | 0.2807 | 0.7895 | 0.2700 | 9.5390 | 17.9970 | 0.2103 | 0.3515 | 4.4153
63 | 2.1989 | 0.2884 | 0.7780 | 0.2373 | 1.3113 | 6.4542 | 0.2219 | 0.3627 | 4.4253 | 4.1890 | 0.2795 | 0.7894 | 0.2708 | 9.3452 | 17.9658 | 0.2104 | 0.3495 | 4.4172
64 | 2.1954 | 0.2871 | 0.7780 | 0.2377 | 1.3104 | 6.4301 | 0.2218 | 0.3617 | 4.4238 | 4.1758 | 0.2788 | 0.7889 | 0.2714 | 9.2302 | 17.9529 | 0.2108 | 0.3487 | 4.4170
65 | 2.2077 | 0.2860 | 0.7780 | 0.2382 | 1.3100 | 6.5592 | 0.2218 | 0.3611 | 4.4241 | 4.1688 | 0.2767 | 0.7895 | 0.2727 | 9.3549 | 17.7618 | 0.2102 | 0.3480 | 4.4146
66 | 2.2111 | 0.2845 | 0.7782 | 0.2394 | 1.3085 | 6.5984 | 0.2216 | 0.3607 | 4.4196 | 4.1452 | 0.2752 | 0.7896 | 0.2733 | 9.2230 | 17.6693 | 0.2101 | 0.3484 | 4.4099
67 | 2.2102 | 0.2835 | 0.7783 | 0.2396 | 1.3076 | 6.5990 | 0.2215 | 0.3607 | 4.4177 | 4.1264 | 0.2746 | 0.7888 | 0.2743 | 9.1181 | 17.5817 | 0.2109 | 0.3479 | 4.4241
68 | 2.2152 | 0.2822 | 0.7784 | 0.2400 | 1.3065 | 6.6591 | 0.2214 | 0.3611 | 4.4145 | 4.1151 | 0.2739 | 0.7899 | 0.2750 | 8.9727 | 17.6190 | 0.2099 | 0.3495 | 4.3997
69 | 2.2256 | 0.2810 | 0.7784 | 0.2398 | 1.3042 | 6.7800 | 0.2214 | 0.3619 | 4.4150 | 4.1095 | 0.2712 | 0.7883 | 0.2740 | 9.0387 | 17.5264 | 0.2114 | 0.3507 | 4.4351
70 | 2.2340 | 0.2795 | 0.7784 | 0.2398 | 1.3012 | 6.8821 | 0.2215 | 0.3637 | 4.4166 | 4.0612 | 0.2715 | 0.7890 | 0.2744 | 8.8271 | 17.2560 | 0.2107 | 0.3531 | 4.4132
71 | 2.2391 | 0.2783 | 0.7784 | 0.2403 | 1.2992 | 6.9412 | 0.2214 | 0.3658 | 4.4162 | 4.0631 | 0.2691 | 0.7891 | 0.2755 | 8.8748 | 17.2365 | 0.2106 | 0.3543 | 4.4173
72 | 2.2364 | 0.2770 | 0.7785 | 0.2415 | 1.2971 | 6.9181 | 0.2213 | 0.3676 | 4.4147 | 4.0230 | 0.2688 | 0.7895 | 0.2764 | 8.7388 | 16.9721 | 0.2102 | 0.3573 | 4.3997
73 | 2.2381 | 0.2756 | 0.7787 | 0.2431 | 1.2959 | 6.9342 | 0.2211 | 0.3691 | 4.4109 | 4.0053 | 0.2676 | 0.7893 | 0.2783 | 8.6147 | 16.9104 | 0.2104 | 0.3575 | 4.4066
74 | 2.2410 | 0.2739 | 0.7789 | 0.2451 | 1.2951 | 6.9604 | 0.2209 | 0.3700 | 4.4075 | 3.9973 | 0.2653 | 0.7896 | 0.2795 | 8.6819 | 16.7763 | 0.2101 | 0.3599 | 4.3961
75 | 2.2426 | 0.2721 | 0.7790 | 0.2473 | 1.2935 | 6.9743 | 0.2208 | 0.3709 | 4.4051 | 3.9723 | 0.2638 | 0.7901 | 0.2826 | 8.5372 | 16.6614 | 0.2097 | 0.3606 | 4.3806
76 | 2.2395 | 0.2704 | 0.7793 | 0.2500 | 1.2923 | 6.9343 | 0.2206 | 0.3712 | 4.4007 | 3.9737 | 0.2609 | 0.7903 | 0.2858 | 8.6292 | 16.5714 | 0.2095 | 0.3591 | 4.3904
77 | 2.2397 | 0.2682 | 0.7796 | 0.2537 | 1.2910 | 6.9234 | 0.2202 | 0.3709 | 4.3951 | 3.9651 | 0.2590 | 0.7901 | 0.2892 | 8.5857 | 16.5167 | 0.2096 | 0.3600 | 4.3893
78 | 2.2420 | 0.2664 | 0.7798 | 0.2567 | 1.2900 | 6.9355 | 0.2200 | 0.3702 | 4.3914 | 3.9405 | 0.2577 | 0.7903 | 0.2926 | 8.4338 | 16.4064 | 0.2095 | 0.3588 | 4.3793
79 | 2.2462 | 0.2646 | 0.7801 | 0.2602 | 1.2886 | 6.9614 | 0.2197 | 0.3693 | 4.3878 | 3.9589 | 0.2553 | 0.7908 | 0.2963 | 8.5874 | 16.4196 | 0.2090 | 0.3578 | 4.3799
80 | 2.2520 | 0.2629 | 0.7803 | 0.2635 | 1.2868 | 7.0053 | 0.2195 | 0.3681 | 4.3835 | 3.9562 | 0.2537 | 0.7906 | 0.3002 | 8.5214 | 16.4357 | 0.2091 | 0.3579 | 4.3804
81 | 2.2585 | 0.2607 | 0.7806 | 0.2675 | 1.2857 | 7.0534 | 0.2192 | 0.3667 | 4.3786 | 3.9512 | 0.2518 | 0.7920 | 0.3043 | 8.3859 | 16.5016 | 0.2077 | 0.3539 | 4.3544
82 | 2.2636 | 0.2586 | 0.7809 | 0.2716 | 1.2838 | 7.0874 | 0.2189 | 0.3655 | 4.3741 | 3.9648 | 0.2487 | 0.7914 | 0.3086 | 8.5278 | 16.4817 | 0.2083 | 0.3550 | 4.3663
83 | 2.2696 | 0.2561 | 0.7812 | 0.2759 | 1.2824 | 7.1299 | 0.2186 | 0.3642 | 4.3691 | 3.9486 | 0.2477 | 0.7921 | 0.3122 | 8.3744 | 16.4512 | 0.2076 | 0.3530 | 4.3503
84 | 2.2806 | 0.2543 | 0.7815 | 0.2799 | 1.2812 | 7.2204 | 0.2183 | 0.3626 | 4.3642 | 3.9470 | 0.2464 | 0.7928 | 0.3162 | 8.3021 | 16.4844 | 0.2069 | 0.3510 | 4.3330
85 | 2.2848 | 0.2521 | 0.7818 | 0.2846 | 1.2790 | 7.2407 | 0.2180 | 0.3610 | 4.3590 | 3.9570 | 0.2435 | 0.7930 | 0.3209 | 8.4569 | 16.4069 | 0.2068 | 0.3506 | 4.3402
86 | 2.2880 | 0.2503 | 0.7820 | 0.2887 | 1.2769 | 7.2517 | 0.2178 | 0.3592 | 4.3551 | 3.9392 | 0.2420 | 0.7936 | 0.3252 | 8.2577 | 16.4027 | 0.2061 | 0.3469 | 4.3267
87 | 2.2975 | 0.2480 | 0.7824 | 0.2940 | 1.2758 | 7.3182 | 0.2174 | 0.3572 | 4.3483 | 3.9365 | 0.2403 | 0.7943 | 0.3305 | 8.1393 | 16.4651 | 0.2054 | 0.3457 | 4.3039
88 | 2.3031 | 0.2461 | 0.7827 | 0.2986 | 1.2728 | 7.3511 | 0.2171 | 0.3553 | 4.3435 | 3.9516 | 0.2376 | 0.7937 | 0.3352 | 8.2077 | 16.5207 | 0.2061 | 0.3432 | 4.3263
89 | 2.3096 | 0.2437 | 0.7831 | 0.3045 | 1.2711 | 7.3832 | 0.2167 | 0.3532 | 4.3362 | 3.9809 | 0.2353 | 0.7949 | 0.3411 | 8.3247 | 16.6594 | 0.2048 | 0.3421 | 4.3093
90 | 2.3174 | 0.2418 | 0.7835 | 0.3098 | 1.2693 | 7.4300 | 0.2163 | 0.3511 | 4.3296 | 3.9909 | 0.2344 | 0.7951 | 0.3452 | 8.2633 | 16.7936 | 0.2047 | 0.3400 | 4.2993
91 | 2.3264 | 0.2402 | 0.7838 | 0.3141 | 1.2671 | 7.4957 | 0.2160 | 0.3490 | 4.3242 | 4.0180 | 0.2323 | 0.7953 | 0.3505 | 8.3504 | 16.9426 | 0.2044 | 0.3383 | 4.2999
92 | 2.3368 | 0.2379 | 0.7843 | 0.3199 | 1.2647 | 7.5676 | 0.2155 | 0.3468 | 4.3162 | 4.0437 | 0.2299 | 0.7957 | 0.3564 | 8.3606 | 17.1564 | 0.2040 | 0.3355 | 4.2913
93 | 2.3459 | 0.2357 | 0.7847 | 0.3258 | 1.2628 | 7.6253 | 0.2151 | 0.3448 | 4.3080 | 4.0678 | 0.2278 | 0.7963 | 0.3619 | 8.4178 | 17.3058 | 0.2035 | 0.3336 | 4.2855
94 | 2.3549 | 0.2338 | 0.7852 | 0.3312 | 1.2608 | 7.6831 | 0.2146 | 0.3428 | 4.2991 | 4.0941 | 0.2258 | 0.7969 | 0.3679 | 8.4657 | 17.4806 | 0.2028 | 0.3318 | 4.2737
95 | 2.3653 | 0.2316 | 0.7857 | 0.3375 | 1.2583 | 7.7498 | 0.2141 | 0.3409 | 4.2888 | 4.1258 | 0.2239 | 0.7975 | 0.3740 | 8.5453 | 17.6779 | 0.2023 | 0.3304 | 4.2632
96 | 2.3757 | 0.2297 | 0.7862 | 0.3432 | 1.2562 | 7.8200 | 0.2136 | 0.3393 | 4.2786 | 4.1406 | 0.2222 | 0.7982 | 0.3799 | 8.4842 | 17.8469 | 0.2015 | 0.3284 | 4.2476
97 | 2.3873 | 0.2280 | 0.7868 | 0.3486 | 1.2537 | 7.9028 | 0.2130 | 0.3379 | 4.2679 | 4.1648 | 0.2206 | 0.7985 | 0.3850 | 8.5142 | 18.0252 | 0.2012 | 0.3268 | 4.2437
98 | 2.3981 | 0.2266 | 0.7872 | 0.3531 | 1.2518 | 7.9830 | 0.2126 | 0.3368 | 4.2587 | 4.1860 | 0.2197 | 0.7991 | 0.3893 | 8.5147 | 18.2032 | 0.2006 | 0.3261 | 4.2308
99 | 2.4087 | 0.2256 | 0.7876 | 0.3567 | 1.2508 | 8.0653 | 0.2122 | 0.3360 | 4.2514 | 4.2015 | 0.2189 | 0.7995 | 0.3926 | 8.5345 | 18.3153 | 0.2002 | 0.3255 | 4.2239
100 | 2.4150 | 0.2249 | 0.7878 | 0.3591 | 1.2507 | 8.1122 | 0.2120 | 0.3357 | 4.2471 | 4.2022 | 0.2185 | 0.7996 | 0.3942 | 8.5058 | 18.3386 | 0.2001 | 0.3252 | 4.2208
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 4.9005 | 0.3878 | 0.8139 | 0.1738 | 1.4118 | 33.0456 | 0.1859 | 0.8769 | 3.8071 | 5.7706 | 0.3552 | 0.8623 | 0.1467 | 17.2369 | 26.4393 | 0.1374 | 0.9292 | 2.9236
2 | 1.9504 | 0.3622 | 0.7908 | 0.0545 | 1.2818 | 5.1590 | 0.2090 | 0.9882 | 4.1329 | 4.4575 | 0.3390 | 0.8184 | 0.1329 | 10.9573 | 19.9372 | 0.1813 | 0.9308 | 3.7403
3 | 1.7783 | 0.3463 | 0.7817 | 0.0536 | 1.2992 | 3.5628 | 0.2181 | 0.9492 | 4.3081 | 3.9899 | 0.3290 | 0.7987 | 0.1174 | 9.4921 | 16.9612 | 0.2011 | 0.8834 | 4.1108
4 | 1.6999 | 0.3371 | 0.7765 | 0.0494 | 1.3085 | 2.8884 | 0.2233 | 0.8796 | 4.4010 | 3.8114 | 0.3239 | 0.7896 | 0.1106 | 8.8890 | 15.8823 | 0.2102 | 0.8081 | 4.2747
5 | 1.6601 | 0.3307 | 0.7728 | 0.0472 | 1.3168 | 2.5550 | 0.2271 | 0.7904 | 4.4687 | 3.7775 | 0.3187 | 0.7816 | 0.1066 | 8.7948 | 15.7086 | 0.2183 | 0.7156 | 4.4314
6 | 1.6362 | 0.3257 | 0.7698 | 0.0464 | 1.3248 | 2.3577 | 0.2301 | 0.6892 | 4.5215 | 3.7651 | 0.3163 | 0.7778 | 0.1050 | 8.9411 | 15.4647 | 0.2220 | 0.6171 | 4.5033
7 | 1.6262 | 0.3228 | 0.7683 | 0.0489 | 1.3318 | 2.2480 | 0.2315 | 0.5887 | 4.5477 | 3.8172 | 0.3136 | 0.7769 | 0.1096 | 9.2059 | 15.6966 | 0.2229 | 0.5213 | 4.5267
8 | 1.6206 | 0.3211 | 0.7679 | 0.0533 | 1.3391 | 2.1559 | 0.2320 | 0.5007 | 4.5583 | 3.8077 | 0.3126 | 0.7765 | 0.1114 | 9.1163 | 15.6807 | 0.2234 | 0.4463 | 4.5328
9 | 1.6231 | 0.3207 | 0.7679 | 0.0587 | 1.3470 | 2.1210 | 0.2319 | 0.4325 | 4.5595 | 3.8043 | 0.3121 | 0.7755 | 0.1142 | 9.1504 | 15.5871 | 0.2243 | 0.3912 | 4.5524
10 | 1.6222 | 0.3199 | 0.7679 | 0.0635 | 1.3526 | 2.0652 | 0.2319 | 0.3830 | 4.5628 | 3.8468 | 0.3110 | 0.7754 | 0.1174 | 9.4643 | 15.6707 | 0.2245 | 0.3515 | 4.5620
11 | 1.6209 | 0.3191 | 0.7677 | 0.0676 | 1.3547 | 2.0149 | 0.2321 | 0.3498 | 4.5696 | 3.8376 | 0.3104 | 0.7753 | 0.1199 | 9.5639 | 15.4595 | 0.2246 | 0.3263 | 4.5700
12 | 1.6216 | 0.3183 | 0.7677 | 0.0723 | 1.3542 | 1.9805 | 0.2322 | 0.3301 | 4.5754 | 3.7986 | 0.3100 | 0.7758 | 0.1243 | 9.4863 | 15.1042 | 0.2241 | 0.3125 | 4.5699
13 | 1.6273 | 0.3176 | 0.7678 | 0.0777 | 1.3536 | 1.9873 | 0.2321 | 0.3203 | 4.5793 | 3.8288 | 0.3091 | 0.7763 | 0.1296 | 9.4556 | 15.3943 | 0.2236 | 0.3060 | 4.5599
