epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
12 | 1.5928 | 0.3175 | 0.7668 | 0.0639 | 1.3173 | 1.8277 | 0.2330 | 0.3435 | 4.5588 | 3.3070 | 0.3111 | 0.7731 | 0.1028 | 7.7440 | 12.1628 | 0.2267 | 0.3306 | 4.5425
13 | 1.5892 | 0.3180 | 0.7666 | 0.0614 | 1.3187 | 1.8089 | 0.2332 | 0.3356 | 4.5634 | 3.3135 | 0.3114 | 0.7729 | 0.1006 | 7.7225 | 12.2665 | 0.2269 | 0.3263 | 4.5458
14 | 1.5859 | 0.3184 | 0.7666 | 0.0594 | 1.3188 | 1.7926 | 0.2333 | 0.3328 | 4.5640 | 3.3033 | 0.3113 | 0.7733 | 0.1002 | 7.7168 | 12.1782 | 0.2265 | 0.3246 | 4.5381
15 | 1.5850 | 0.3185 | 0.7667 | 0.0588 | 1.3194 | 1.7875 | 0.2332 | 0.3324 | 4.5640 | 3.3319 | 0.3112 | 0.7740 | 0.1011 | 7.8867 | 12.2839 | 0.2258 | 0.3240 | 4.5306
16 | 1.5870 | 0.3187 | 0.7669 | 0.0606 | 1.3196 | 1.7881 | 0.2330 | 0.3336 | 4.5617 | 3.3187 | 0.3116 | 0.7731 | 0.1039 | 7.7303 | 12.2738 | 0.2268 | 0.3265 | 4.5484
17 | 1.5898 | 0.3184 | 0.7671 | 0.0632 | 1.3197 | 1.7915 | 0.2327 | 0.3357 | 4.5595 | 3.3437 | 0.3099 | 0.7719 | 0.1074 | 7.8807 | 12.3476 | 0.2279 | 0.3282 | 4.5818
18 | 1.5932 | 0.3182 | 0.7674 | 0.0662 | 1.3198 | 1.7977 | 0.2324 | 0.3379 | 4.5558 | 3.3507 | 0.3110 | 0.7742 | 0.1101 | 7.7951 | 12.4728 | 0.2257 | 0.3303 | 4.5347
19 | 1.5969 | 0.3179 | 0.7678 | 0.0709 | 1.3194 | 1.7927 | 0.2321 | 0.3387 | 4.5519 | 3.3581 | 0.3106 | 0.7735 | 0.1152 | 7.8103 | 12.4783 | 0.2263 | 0.3302 | 4.5570
20 | 1.5992 | 0.3175 | 0.7680 | 0.0751 | 1.3196 | 1.7768 | 0.2318 | 0.3408 | 4.5497 | 3.3710 | 0.3106 | 0.7759 | 0.1190 | 7.8691 | 12.5190 | 0.2239 | 0.3336 | 4.5086
21 | 1.6026 | 0.3170 | 0.7684 | 0.0799 | 1.3204 | 1.7673 | 0.2314 | 0.3421 | 4.5444 | 3.3789 | 0.3093 | 0.7767 | 0.1241 | 7.9624 | 12.4616 | 0.2231 | 0.3341 | 4.5026
22 | 1.6057 | 0.3160 | 0.7687 | 0.0853 | 1.3209 | 1.7537 | 0.2311 | 0.3440 | 4.5413 | 3.4021 | 0.3089 | 0.7748 | 0.1301 | 7.8363 | 12.7633 | 0.2250 | 0.3361 | 4.5390
23 | 1.6116 | 0.3156 | 0.7692 | 0.0911 | 1.3233 | 1.7577 | 0.2306 | 0.3461 | 4.5330 | 3.4289 | 0.3075 | 0.7762 | 0.1361 | 7.9158 | 12.9058 | 0.2236 | 0.3371 | 4.5165
24 | 1.6192 | 0.3148 | 0.7699 | 0.0982 | 1.3256 | 1.7696 | 0.2299 | 0.3478 | 4.5221 | 3.5118 | 0.3066 | 0.7781 | 0.1443 | 8.2082 | 13.3706 | 0.2217 | 0.3373 | 4.4890
25 | 1.6248 | 0.3153 | 0.7708 | 0.1031 | 1.3320 | 1.7669 | 0.2291 | 0.3512 | 4.5088 | 3.5899 | 0.3081 | 0.7766 | 0.1507 | 8.3314 | 13.9420 | 0.2232 | 0.3417 | 4.5245
26 | 1.6285 | 0.3159 | 0.7715 | 0.1079 | 1.3388 | 1.7449 | 0.2283 | 0.3566 | 4.4976 | 3.6654 | 0.3089 | 0.7813 | 0.1541 | 8.7043 | 14.2956 | 0.2185 | 0.3485 | 4.4341
27 | 1.6315 | 0.3164 | 0.7720 | 0.1119 | 1.3448 | 1.7250 | 0.2278 | 0.3639 | 4.4914 | 3.6736 | 0.3093 | 0.7787 | 0.1576 | 8.6898 | 14.3462 | 0.2211 | 0.3545 | 4.4893
28 | 1.6357 | 0.3174 | 0.7724 | 0.1149 | 1.3476 | 1.7262 | 0.2275 | 0.3694 | 4.4870 | 3.6903 | 0.3099 | 0.7811 | 0.1612 | 8.8306 | 14.3344 | 0.2187 | 0.3584 | 4.4492
29 | 1.6400 | 0.3172 | 0.7726 | 0.1189 | 1.3484 | 1.7289 | 0.2272 | 0.3739 | 4.4853 | 3.7481 | 0.3080 | 0.7810 | 0.1644 | 9.3365 | 14.3881 | 0.2188 | 0.3622 | 4.4620
30 | 1.6437 | 0.3167 | 0.7725 | 0.1229 | 1.3482 | 1.7302 | 0.2273 | 0.3783 | 4.4904 | 3.7531 | 0.3090 | 0.7810 | 0.1674 | 9.3330 | 14.4012 | 0.2188 | 0.3654 | 4.4637
31 | 1.6484 | 0.3161 | 0.7726 | 0.1282 | 1.3467 | 1.7316 | 0.2272 | 0.3815 | 4.4897 | 3.7591 | 0.3071 | 0.7789 | 0.1722 | 9.2518 | 14.5036 | 0.2209 | 0.3676 | 4.5128
32 | 1.6540 | 0.3154 | 0.7728 | 0.1335 | 1.3464 | 1.7427 | 0.2270 | 0.3836 | 4.4878 | 3.7857 | 0.3079 | 0.7815 | 0.1766 | 9.4304 | 14.5464 | 0.2184 | 0.3699 | 4.4637
33 | 1.6583 | 0.3151 | 0.7731 | 0.1389 | 1.3447 | 1.7372 | 0.2267 | 0.3863 | 4.4835 | 3.8086 | 0.3094 | 0.7845 | 0.1818 | 9.5206 | 14.6321 | 0.2153 | 0.3726 | 4.4002
34 | 1.6629 | 0.3147 | 0.7735 | 0.1444 | 1.3434 | 1.7335 | 0.2264 | 0.3880 | 4.4786 | 3.8064 | 0.3072 | 0.7831 | 0.1869 | 9.4215 | 14.6720 | 0.2167 | 0.3745 | 4.4332
35 | 1.6679 | 0.3142 | 0.7737 | 0.1501 | 1.3422 | 1.7334 | 0.2262 | 0.3899 | 4.4757 | 3.8495 | 0.3046 | 0.7802 | 0.1903 | 9.6563 | 14.8480 | 0.2196 | 0.3748 | 4.4984
36 | 1.6724 | 0.3139 | 0.7740 | 0.1547 | 1.3416 | 1.7362 | 0.2258 | 0.3913 | 4.4706 | 3.8562 | 0.3049 | 0.7824 | 0.1961 | 9.5971 | 14.9208 | 0.2174 | 0.3758 | 4.4532
37 | 1.6749 | 0.3128 | 0.7743 | 0.1601 | 1.3401 | 1.7211 | 0.2255 | 0.3919 | 4.4649 | 3.8608 | 0.3052 | 0.7827 | 0.2008 | 9.6858 | 14.8282 | 0.2171 | 0.3769 | 4.4460
38 | 1.6788 | 0.3125 | 0.7747 | 0.1648 | 1.3390 | 1.7186 | 0.2251 | 0.3925 | 4.4590 | 3.8454 | 0.3050 | 0.7846 | 0.2043 | 9.5949 | 14.7373 | 0.2152 | 0.3765 | 4.4117
39 | 1.6812 | 0.3117 | 0.7748 | 0.1681 | 1.3372 | 1.7190 | 0.2251 | 0.3921 | 4.4590 | 3.8728 | 0.3023 | 0.7844 | 0.2082 | 9.7863 | 14.8000 | 0.2154 | 0.3756 | 4.4276
40 | 1.6842 | 0.3111 | 0.7750 | 0.1716 | 1.3353 | 1.7218 | 0.2248 | 0.3921 | 4.4553 | 3.9028 | 0.3026 | 0.7855 | 0.2126 | 9.8512 | 14.9890 | 0.2143 | 0.3747 | 4.4108
41 | 1.6878 | 0.3099 | 0.7752 | 0.1759 | 1.3337 | 1.7280 | 0.2246 | 0.3922 | 4.4522 | 3.8782 | 0.3019 | 0.7843 | 0.2169 | 9.6078 | 14.9518 | 0.2155 | 0.3749 | 4.4266
42 | 1.6910 | 0.3089 | 0.7755 | 0.1792 | 1.3332 | 1.7371 | 0.2244 | 0.3913 | 4.4486 | 3.9240 | 0.3002 | 0.7840 | 0.2183 | 9.9228 | 15.0892 | 0.2158 | 0.3738 | 4.4452
43 | 1.6940 | 0.3081 | 0.7756 | 0.1819 | 1.3321 | 1.7509 | 0.2242 | 0.3904 | 4.4466 | 3.9295 | 0.3005 | 0.7855 | 0.2230 | 9.7473 | 15.2807 | 0.2143 | 0.3728 | 4.4070
44 | 1.6981 | 0.3072 | 0.7758 | 0.1857 | 1.3321 | 1.7619 | 0.2240 | 0.3891 | 4.4452 | 3.9129 | 0.2992 | 0.7849 | 0.2249 | 9.7727 | 15.0783 | 0.2149 | 0.3718 | 4.4224
45 | 1.6996 | 0.3065 | 0.7758 | 0.1880 | 1.3314 | 1.7609 | 0.2240 | 0.3879 | 4.4449 | 3.9207 | 0.2983 | 0.7857 | 0.2276 | 9.9076 | 15.0023 | 0.2141 | 0.3703 | 4.4134
46 | 1.7007 | 0.3055 | 0.7759 | 0.1909 | 1.3308 | 1.7543 | 0.2239 | 0.3872 | 4.4436 | 3.9022 | 0.2989 | 0.7865 | 0.2293 | 9.6453 | 15.0623 | 0.2133 | 0.3706 | 4.3922
47 | 1.7027 | 0.3053 | 0.7759 | 0.1919 | 1.3311 | 1.7649 | 0.2239 | 0.3865 | 4.4456 | 3.8886 | 0.2982 | 0.7846 | 0.2301 | 9.6474 | 14.9197 | 0.2152 | 0.3694 | 4.4293
48 | 1.7053 | 0.3050 | 0.7760 | 0.1934 | 1.3312 | 1.7799 | 0.2238 | 0.3852 | 4.4445 | 3.9278 | 0.2967 | 0.7860 | 0.2324 | 9.8494 | 15.1003 | 0.2138 | 0.3679 | 4.4095
49 | 1.7076 | 0.3043 | 0.7761 | 0.1948 | 1.3308 | 1.7967 | 0.2237 | 0.3838 | 4.4421 | 3.9204 | 0.2975 | 0.7859 | 0.2352 | 9.7122 | 15.1305 | 0.2139 | 0.3666 | 4.4064
50 | 1.7099 | 0.3037 | 0.7762 | 0.1970 | 1.3301 | 1.8051 | 0.2236 | 0.3827 | 4.4417 | 3.9362 | 0.2945 | 0.7856 | 0.2354 | 10.0477 | 14.9718 | 0.2142 | 0.3657 | 4.4240
51 | 1.7110 | 0.3030 | 0.7763 | 0.1977 | 1.3293 | 1.8157 | 0.2236 | 0.3817 | 4.4406 | 3.8977 | 0.2951 | 0.7858 | 0.2359 | 9.7580 | 14.8687 | 0.2140 | 0.3647 | 4.4183
52 | 1.7116 | 0.3029 | 0.7763 | 0.1980 | 1.3290 | 1.8193 | 0.2235 | 0.3806 | 4.4410 | 3.9186 | 0.2952 | 0.7863 | 0.2355 | 9.9490 | 14.8920 | 0.2135 | 0.3642 | 4.4080
53 | 1.7131 | 0.3022 | 0.7763 | 0.1989 | 1.3283 | 1.8341 | 0.2235 | 0.3793 | 4.4413 | 3.8829 | 0.2938 | 0.7849 | 0.2369 | 9.7318 | 14.7510 | 0.2149 | 0.3621 | 4.4290
54 | 1.7138 | 0.3017 | 0.7763 | 0.1992 | 1.3276 | 1.8441 | 0.2235 | 0.3786 | 4.4412 | 3.8566 | 0.2943 | 0.7862 | 0.2365 | 9.5574 | 14.6640 | 0.2136 | 0.3625 | 4.4046
55 | 1.7140 | 0.3010 | 0.7763 | 0.1988 | 1.3265 | 1.8580 | 0.2235 | 0.3778 | 4.4407 | 3.8373 | 0.2930 | 0.7855 | 0.2353 | 9.6078 | 14.4397 | 0.2143 | 0.3613 | 4.4274
56 | 1.7154 | 0.3002 | 0.7763 | 0.1985 | 1.3254 | 1.8845 | 0.2235 | 0.3768 | 4.4406 | 3.8006 | 0.2930 | 0.7861 | 0.2361 | 9.4218 | 14.2596 | 0.2137 | 0.3598 | 4.4041
57 | 1.7156 | 0.2998 | 0.7763 | 0.1973 | 1.3248 | 1.9018 | 0.2236 | 0.3756 | 4.4418 | 3.7457 | 0.2916 | 0.7860 | 0.2340 | 9.3520 | 13.8091 | 0.2138 | 0.3581 | 4.4145
58 | 1.7143 | 0.2992 | 0.7762 | 0.1966 | 1.3228 | 1.9044 | 0.2236 | 0.3747 | 4.4428 | 3.7473 | 0.2904 | 0.7852 | 0.2341 | 9.4981 | 13.6849 | 0.2146 | 0.3582 | 4.4346
59 | 1.7144 | 0.2982 | 0.7762 | 0.1970 | 1.3217 | 1.9123 | 0.2236 | 0.3740 | 4.4422 | 3.7269 | 0.2911 | 0.7864 | 0.2347 | 9.3505 | 13.6270 | 0.2134 | 0.3581 | 4.4001
60 | 1.7157 | 0.2975 | 0.7762 | 0.1974 | 1.3199 | 1.9302 | 0.2236 | 0.3731 | 4.4418 | 3.7235 | 0.2893 | 0.7864 | 0.2355 | 9.2567 | 13.6907 | 0.2134 | 0.3568 | 4.4096
61 | 1.7186 | 0.2966 | 0.7762 | 0.1985 | 1.3186 | 1.9600 | 0.2236 | 0.3723 | 4.4406 | 3.7039 | 0.2877 | 0.7845 | 0.2359 | 9.1996 | 13.5595 | 0.2153 | 0.3568 | 4.4427
62 | 1.7179 | 0.2955 | 0.7763 | 0.1992 | 1.3167 | 1.9591 | 0.2235 | 0.3716 | 4.4393 | 3.6757 | 0.2883 | 0.7857 | 0.2362 | 9.0691 | 13.4096 | 0.2141 | 0.3567 | 4.4103
63 | 1.7174 | 0.2949 | 0.7764 | 0.1998 | 1.3155 | 1.9557 | 0.2234 | 0.3711 | 4.4371 | 3.6792 | 0.2855 | 0.7847 | 0.2373 | 9.1231 | 13.3989 | 0.2151 | 0.3559 | 4.4395
64 | 1.7192 | 0.2937 | 0.7765 | 0.2003 | 1.3138 | 1.9828 | 0.2233 | 0.3706 | 4.4350 | 3.6749 | 0.2850 | 0.7856 | 0.2382 | 9.1658 | 13.3064 | 0.2142 | 0.3556 | 4.4274
65 | 1.7205 | 0.2922 | 0.7766 | 0.2012 | 1.3128 | 2.0024 | 0.2232 | 0.3700 | 4.4327 | 3.6811 | 0.2837 | 0.7853 | 0.2404 | 9.2166 | 13.3087 | 0.2145 | 0.3551 | 4.4336
66 | 1.7196 | 0.2910 | 0.7767 | 0.2016 | 1.3114 | 2.0030 | 0.2232 | 0.3698 | 4.4323 | 3.6681 | 0.2831 | 0.7858 | 0.2399 | 9.0277 | 13.3836 | 0.2140 | 0.3556 | 4.4200
67 | 1.7170 | 0.2902 | 0.7767 | 0.2017 | 1.3109 | 1.9855 | 0.2231 | 0.3697 | 4.4311 | 3.6472 | 0.2828 | 0.7859 | 0.2403 | 8.9168 | 13.2886 | 0.2139 | 0.3567 | 4.4103
68 | 1.7147 | 0.2889 | 0.7768 | 0.2023 | 1.3089 | 1.9717 | 0.2230 | 0.3698 | 4.4288 | 3.6215 | 0.2813 | 0.7868 | 0.2412 | 8.8686 | 13.0868 | 0.2130 | 0.3558 | 4.3955
69 | 1.7120 | 0.2879 | 0.7769 | 0.2026 | 1.3075 | 1.9529 | 0.2229 | 0.3695 | 4.4270 | 3.6123 | 0.2811 | 0.7860 | 0.2403 | 8.8171 | 13.0545 | 0.2138 | 0.3551 | 4.4105
70 | 1.7113 | 0.2873 | 0.7770 | 0.2026 | 1.3069 | 1.9523 | 0.2228 | 0.3696 | 4.4253 | 3.5841 | 0.2797 | 0.7864 | 0.2409 | 8.7541 | 12.8442 | 0.2134 | 0.3561 | 4.4047
71 | 1.7083 | 0.2866 | 0.7771 | 0.2022 | 1.3051 | 1.9355 | 0.2227 | 0.3697 | 4.4247 | 3.5863 | 0.2796 | 0.7858 | 0.2398 | 8.9076 | 12.7245 | 0.2140 | 0.3575 | 4.4147
72 | 1.7053 | 0.2855 | 0.7771 | 0.2023 | 1.3038 | 1.9158 | 0.2227 | 0.3697 | 4.4239 | 3.5737 | 0.2782 | 0.7862 | 0.2407 | 8.7641 | 12.7512 | 0.2136 | 0.3569 | 4.4014
73 | 1.7054 | 0.2844 | 0.7772 | 0.2030 | 1.3030 | 1.9220 | 0.2226 | 0.3692 | 4.4227 | 3.5541 | 0.2775 | 0.7866 | 0.2408 | 8.6651 | 12.6651 | 0.2132 | 0.3574 | 4.3875
74 | 1.7043 | 0.2831 | 0.7773 | 0.2035 | 1.3020 | 1.9203 | 0.2225 | 0.3688 | 4.4210 | 3.5638 | 0.2758 | 0.7859 | 0.2413 | 8.8680 | 12.5645 | 0.2139 | 0.3559 | 4.4092
75 | 1.7032 | 0.2820 | 0.7774 | 0.2041 | 1.3002 | 1.9172 | 0.2224 | 0.3685 | 4.4194 | 3.5584 | 0.2745 | 0.7861 | 0.2418 | 8.9099 | 12.4718 | 0.2137 | 0.3565 | 4.4150
76 | 1.7026 | 0.2814 | 0.7774 | 0.2042 | 1.2995 | 1.9167 | 0.2224 | 0.3685 | 4.4192 | 3.5268 | 0.2741 | 0.7867 | 0.2418 | 8.6979 | 12.3761 | 0.2131 | 0.3560 | 4.3991
77 | 1.7021 | 0.2806 | 0.7774 | 0.2044 | 1.2978 | 1.9186 | 0.2224 | 0.3691 | 4.4188 | 3.5283 | 0.2736 | 0.7862 | 0.2420 | 8.7348 | 12.3563 | 0.2136 | 0.3576 | 4.4079
78 | 1.7016 | 0.2801 | 0.7774 | 0.2041 | 1.2964 | 1.9235 | 0.2224 | 0.3696 | 4.4188 | 3.5222 | 0.2734 | 0.7861 | 0.2418 | 8.7199 | 12.3126 | 0.2137 | 0.3575 | 4.4112
79 | 1.6999 | 0.2798 | 0.7774 | 0.2037 | 1.2946 | 1.9152 | 0.2224 | 0.3700 | 4.4186 | 3.5218 | 0.2734 | 0.7866 | 0.2411 | 8.7951 | 12.2426 | 0.2132 | 0.3581 | 4.3998
80 | 1.7006 | 0.2793 | 0.7774 | 0.2033 | 1.2931 | 1.9326 | 0.2225 | 0.3707 | 4.4190 | 3.5077 | 0.2722 | 0.7866 | 0.2415 | 8.6691 | 12.2381 | 0.2132 | 0.3594 | 4.3968
81 | 1.7004 | 0.2790 | 0.7773 | 0.2028 | 1.2916 | 1.9396 | 0.2225 | 0.3709 | 4.4192 | 3.5273 | 0.2723 | 0.7854 | 0.2404 | 8.7797 | 12.3272 | 0.2144 | 0.3592 | 4.4248
82 | 1.7010 | 0.2787 | 0.7773 | 0.2024 | 1.2900 | 1.9544 | 0.2226 | 0.3710 | 4.4207 | 3.5312 | 0.2708 | 0.7861 | 0.2408 | 8.8152 | 12.3430 | 0.2137 | 0.3595 | 4.4107
83 | 1.7025 | 0.2780 | 0.7772 | 0.2027 | 1.2884 | 1.9746 | 0.2226 | 0.3708 | 4.4209 | 3.5260 | 0.2706 | 0.7862 | 0.2401 | 8.7920 | 12.3229 | 0.2136 | 0.3583 | 4.4094
84 | 1.7043 | 0.2776 | 0.7771 | 0.2025 | 1.2864 | 2.0010 | 0.2227 | 0.3706 | 4.4229 | 3.5125 | 0.2702 | 0.7863 | 0.2410 | 8.6438 | 12.3363 | 0.2135 | 0.3585 | 4.4019
85 | 1.7063 | 0.2769 | 0.7771 | 0.2032 | 1.2857 | 2.0215 | 0.2227 | 0.3699 | 4.4232 | 3.5260 | 0.2698 | 0.7868 | 0.2417 | 8.7357 | 12.3755 | 0.2130 | 0.3582 | 4.3941
86 | 1.7095 | 0.2763 | 0.7770 | 0.2037 | 1.2838 | 2.0565 | 0.2228 | 0.3688 | 4.4238 | 3.5447 | 0.2686 | 0.7857 | 0.2425 | 8.8747 | 12.4249 | 0.2141 | 0.3567 | 4.4140
87 | 1.7114 | 0.2760 | 0.7771 | 0.2039 | 1.2823 | 2.0781 | 0.2228 | 0.3676 | 4.4232 | 3.5505 | 0.2685 | 0.7861 | 0.2431 | 8.8260 | 12.5264 | 0.2137 | 0.3552 | 4.4085
88 | 1.7140 | 0.2753 | 0.7771 | 0.2051 | 1.2808 | 2.1015 | 0.2227 | 0.3662 | 4.4229 | 3.5472 | 0.2677 | 0.7861 | 0.2449 | 8.7127 | 12.6002 | 0.2137 | 0.3534 | 4.4040
89 | 1.7179 | 0.2743 | 0.7772 | 0.2068 | 1.2791 | 2.1361 | 0.2226 | 0.3646 | 4.4204 | 3.5778 | 0.2666 | 0.7866 | 0.2469 | 8.9106 | 12.6973 | 0.2132 | 0.3523 | 4.3997
90 | 1.7227 | 0.2734 | 0.7773 | 0.2082 | 1.2774 | 2.1792 | 0.2225 | 0.3628 | 4.4190 | 3.5832 | 0.2654 | 0.7865 | 0.2491 | 8.8431 | 12.8084 | 0.2133 | 0.3506 | 4.4009
91 | 1.7279 | 0.2723 | 0.7774 | 0.2106 | 1.2756 | 2.2210 | 0.2224 | 0.3609 | 4.4157 | 3.6097 | 0.2646 | 0.7871 | 0.2516 | 8.9433 | 12.9569 | 0.2127 | 0.3482 | 4.3906
92 | 1.7340 | 0.2712 | 0.7776 | 0.2131 | 1.2738 | 2.2703 | 0.2222 | 0.3588 | 4.4122 | 3.6208 | 0.2635 | 0.7873 | 0.2551 | 8.8865 | 13.1013 | 0.2125 | 0.3465 | 4.3885
93 | 1.7416 | 0.2702 | 0.7779 | 0.2159 | 1.2722 | 2.3310 | 0.2219 | 0.3568 | 4.4068 | 3.6370 | 0.2622 | 0.7872 | 0.2584 | 8.8790 | 13.2511 | 0.2126 | 0.3439 | 4.3900
94 | 1.7494 | 0.2692 | 0.7782 | 0.2187 | 1.2703 | 2.3945 | 0.2216 | 0.3549 | 4.4016 | 3.6562 | 0.2612 | 0.7879 | 0.2622 | 8.8983 | 13.3981 | 0.2119 | 0.3420 | 4.3768
95 | 1.7587 | 0.2679 | 0.7785 | 0.2223 | 1.2683 | 2.4663 | 0.2213 | 0.3530 | 4.3948 | 3.6846 | 0.2602 | 0.7883 | 0.2664 | 8.9687 | 13.5797 | 0.2114 | 0.3404 | 4.3698
96 | 1.7692 | 0.2669 | 0.7789 | 0.2256 | 1.2667 | 2.5512 | 0.2209 | 0.3514 | 4.3877 | 3.7054 | 0.2590 | 0.7889 | 0.2705 | 8.9874 | 13.7401 | 0.2109 | 0.3383 | 4.3609
97 | 1.7796 | 0.2658 | 0.7793 | 0.2292 | 1.2649 | 2.6334 | 0.2206 | 0.3500 | 4.3801 | 3.7194 | 0.2582 | 0.7897 | 0.2746 | 8.9680 | 13.8676 | 0.2101 | 0.3364 | 4.3463
98 | 1.7894 | 0.2649 | 0.7797 | 0.2325 | 1.2631 | 2.7110 | 0.2201 | 0.3489 | 4.3718 | 3.7347 | 0.2575 | 0.7898 | 0.2783 | 8.9560 | 14.0045 | 0.2100 | 0.3361 | 4.3423
99 | 1.7977 | 0.2644 | 0.7800 | 0.2350 | 1.2629 | 2.7767 | 0.2198 | 0.3482 | 4.3650 | 3.7421 | 0.2571 | 0.7901 | 0.2809 | 8.9350 | 14.0783 | 0.2097 | 0.3352 | 4.3363
100 | 1.8028 | 0.2640 | 0.7802 | 0.2366 | 1.2616 | 2.8166 | 0.2196 | 0.3479 | 4.3608 | 3.7475 | 0.2569 | 0.7903 | 0.2823 | 8.9330 | 14.1232 | 0.2094 | 0.3350 | 4.3319
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 4.9201 | 0.3875 | 0.8139 | 0.1719 | 1.3965 | 33.2788 | 0.1859 | 0.8768 | 3.8043 | 6.8646 | 0.3542 | 0.8716 | 0.1568 | 22.5931 | 31.8995 | 0.1281 | 0.9163 | 2.7719
2 | 2.0084 | 0.3646 | 0.7915 | 0.0572 | 1.2835 | 5.6872 | 0.2083 | 0.9761 | 4.1198 | 5.0472 | 0.3384 | 0.8294 | 0.1302 | 14.1755 | 22.6405 | 0.1703 | 0.9265 | 3.5357
3 | 1.8277 | 0.3486 | 0.7818 | 0.0541 | 1.2962 | 4.0310 | 0.2180 | 0.9415 | 4.3077 | 4.3426 | 0.3284 | 0.8049 | 0.1101 | 11.4551 | 18.6133 | 0.1949 | 0.8880 | 3.9877
4 | 1.7245 | 0.3381 | 0.7758 | 0.0484 | 1.2979 | 3.1424 | 0.2241 | 0.8766 | 4.4185 | 4.0380 | 0.3213 | 0.7924 | 0.1025 | 10.3745 | 16.7748 | 0.2074 | 0.8136 | 4.2239
5 | 1.6750 | 0.3322 | 0.7722 | 0.0479 | 1.3021 | 2.6928 | 0.2277 | 0.7872 | 4.4878 | 4.0836 | 0.3172 | 0.7869 | 0.1041 | 10.8180 | 16.7857 | 0.2129 | 0.7156 | 4.3454
6 | 1.6577 | 0.3298 | 0.7706 | 0.0524 | 1.3104 | 2.4826 | 0.2293 | 0.6806 | 4.5218 | 4.1067 | 0.3164 | 0.7844 | 0.1091 | 10.6813 | 17.1007 | 0.2154 | 0.6073 | 4.4020
