epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
epoch | loss | sim_loss | var_pred | var_target | cov_pred | cov_target | feat_std | feat_std_ctx | feat_norm | val_loss | val_sim_loss | val_var_pred | val_var_target | val_cov_pred | val_cov_target | val_feat_std | val_feat_std_ctx | val_feat_norm
1 | 4.2853 | 0.3718 | 0.7538 | 0.2041 | 1.4264 | 27.0772 | 0.2460 | 0.8459 | 4.2296 | 11.4056 | 0.3216 | 0.8572 | 0.3060 | 38.9318 | 59.8571 | 0.1424 | 0.7203 | 3.0390
2 | 2.4621 | 0.3555 | 0.7297 | 0.0971 | 1.3119 | 10.2737 | 0.2702 | 0.9133 | 4.4723 | 8.3182 | 0.3088 | 0.8289 | 0.2399 | 28.7162 | 40.1076 | 0.1708 | 0.7565 | 3.4021
3 | 1.9134 | 0.3370 | 0.7198 | 0.0901 | 1.3396 | 5.0025 | 0.2801 | 0.8753 | 4.6308 | 5.2158 | 0.2933 | 0.7770 | 0.1766 | 16.0984 | 22.6627 | 0.2228 | 0.7762 | 4.0377
4 | 1.7012 | 0.3107 | 0.7040 | 0.0796 | 1.3505 | 3.2143 | 0.2959 | 0.8283 | 4.8734 | 4.7373 | 0.2729 | 0.7326 | 0.1415 | 13.4391 | 21.1204 | 0.2672 | 0.7488 | 4.6579
5 | 1.6094 | 0.2901 | 0.6918 | 0.0719 | 1.3639 | 2.5424 | 0.3081 | 0.7627 | 5.0562 | 4.4685 | 0.2624 | 0.7101 | 0.1312 | 11.8319 | 20.2262 | 0.2898 | 0.6821 | 4.9828
6 | 1.5665 | 0.2795 | 0.6859 | 0.0698 | 1.3603 | 2.2314 | 0.3141 | 0.6798 | 5.1444 | 4.3252 | 0.2548 | 0.6983 | 0.1232 | 11.4467 | 19.3133 | 0.3016 | 0.6067 | 5.1513
7 | 1.5327 | 0.2740 | 0.6818 | 0.0646 | 1.3570 | 1.9934 | 0.3181 | 0.5970 | 5.2050 | 4.2036 | 0.2505 | 0.6924 | 0.1113 | 11.0791 | 18.6163 | 0.3075 | 0.5328 | 5.2352
8 | 1.5018 | 0.2707 | 0.6786 | 0.0537 | 1.3559 | 1.8172 | 0.3213 | 0.5228 | 5.2532 | 4.1156 | 0.2481 | 0.6888 | 0.1024 | 11.0175 | 17.9080 | 0.3112 | 0.4715 | 5.2817
9 | 1.4829 | 0.2703 | 0.6772 | 0.0459 | 1.3581 | 1.7046 | 0.3227 | 0.4632 | 5.2741 | 4.0809 | 0.2488 | 0.6878 | 0.0968 | 11.1563 | 17.4784 | 0.3122 | 0.4221 | 5.2809
10 | 1.4740 | 0.2704 | 0.6769 | 0.0425 | 1.3616 | 1.6432 | 0.3230 | 0.4171 | 5.2782 | 4.1548 | 0.2488 | 0.6885 | 0.0957 | 11.6220 | 17.7642 | 0.3114 | 0.3855 | 5.2714
11 | 1.4682 | 0.2707 | 0.6767 | 0.0402 | 1.3653 | 1.6031 | 0.3233 | 0.3854 | 5.2800 | 4.1133 | 0.2473 | 0.6866 | 0.0921 | 11.8124 | 17.2125 | 0.3134 | 0.3625 | 5.2906
12 | 1.4628 | 0.2703 | 0.6765 | 0.0388 | 1.3668 | 1.5654 | 0.3235 | 0.3674 | 5.2814 | 4.1024 | 0.2471 | 0.6872 | 0.0920 | 11.8296 | 17.0953 | 0.3127 | 0.3510 | 5.2735
13 | 1.4588 | 0.2697 | 0.6763 | 0.0382 | 1.3706 | 1.5347 | 0.3237 | 0.3606 | 5.2829 | 4.1100 | 0.2469 | 0.6870 | 0.0919 | 12.0144 | 16.9913 | 0.3129 | 0.3473 | 5.2741
14 | 1.4558 | 0.2696 | 0.6764 | 0.0380 | 1.3725 | 1.5060 | 0.3236 | 0.3578 | 5.2803 | 4.0449 | 0.2456 | 0.6864 | 0.0900 | 11.8900 | 16.5005 | 0.3135 | 0.3459 | 5.2757
15 | 1.4505 | 0.2695 | 0.6765 | 0.0373 | 1.3699 | 1.4644 | 0.3235 | 0.3582 | 5.2786 | 3.8048 | 0.2450 | 0.6862 | 0.0860 | 11.6048 | 14.4385 | 0.3137 | 0.3491 | 5.2694
16 | 1.4410 | 0.2689 | 0.6764 | 0.0376 | 1.3662 | 1.3766 | 0.3235 | 0.3616 | 5.2810 | 3.5124 | 0.2430 | 0.6850 | 0.0807 | 10.7194 | 12.4816 | 0.3149 | 0.3550 | 5.2782
17 | 1.4368 | 0.2683 | 0.6764 | 0.0370 | 1.3646 | 1.3477 | 0.3236 | 0.3648 | 5.2822 | 3.5164 | 0.2418 | 0.6846 | 0.0799 | 10.8360 | 12.4194 | 0.3153 | 0.3577 | 5.2893
18 | 1.4367 | 0.2676 | 0.6763 | 0.0379 | 1.3650 | 1.3432 | 0.3236 | 0.3687 | 5.2844 | 3.4244 | 0.2410 | 0.6843 | 0.0796 | 10.4509 | 11.8959 | 0.3157 | 0.3620 | 5.2942
19 | 1.4375 | 0.2672 | 0.6765 | 0.0395 | 1.3656 | 1.3386 | 0.3234 | 0.3723 | 5.2833 | 3.3676 | 0.2407 | 0.6845 | 0.0788 | 10.0694 | 11.7230 | 0.3154 | 0.3661 | 5.2883
20 | 1.4381 | 0.2668 | 0.6765 | 0.0408 | 1.3633 | 1.3373 | 0.3234 | 0.3766 | 5.2846 | 3.2650 | 0.2405 | 0.6839 | 0.0799 | 9.6966 | 11.0673 | 0.3160 | 0.3712 | 5.2881
21 | 1.4369 | 0.2668 | 0.6768 | 0.0418 | 1.3576 | 1.3208 | 0.3232 | 0.3811 | 5.2818 | 3.2019 | 0.2395 | 0.6826 | 0.0788 | 9.4863 | 10.6621 | 0.3173 | 0.3752 | 5.3097
22 | 1.4372 | 0.2664 | 0.6767 | 0.0430 | 1.3559 | 1.3158 | 0.3232 | 0.3847 | 5.2840 | 3.1964 | 0.2394 | 0.6833 | 0.0792 | 9.4829 | 10.6092 | 0.3166 | 0.3787 | 5.2993
23 | 1.4387 | 0.2665 | 0.6767 | 0.0448 | 1.3569 | 1.3107 | 0.3232 | 0.3888 | 5.2851 | 3.1812 | 0.2404 | 0.6835 | 0.0815 | 9.4373 | 10.4682 | 0.3164 | 0.3824 | 5.3000
24 | 1.4402 | 0.2663 | 0.6769 | 0.0477 | 1.3539 | 1.3001 | 0.3231 | 0.3919 | 5.2840 | 3.1325 | 0.2394 | 0.6839 | 0.0847 | 9.2275 | 10.1764 | 0.3160 | 0.3851 | 5.2874
25 | 1.4450 | 0.2661 | 0.6774 | 0.0532 | 1.3532 | 1.2969 | 0.3225 | 0.3947 | 5.2757 | 3.1399 | 0.2399 | 0.6849 | 0.0914 | 9.1949 | 10.2089 | 0.3151 | 0.3873 | 5.2780
26 | 1.4518 | 0.2651 | 0.6781 | 0.0614 | 1.3520 | 1.2965 | 0.3219 | 0.3964 | 5.2664 | 3.1599 | 0.2378 | 0.6848 | 0.0982 | 9.3314 | 10.2227 | 0.3151 | 0.3873 | 5.2838
27 | 1.4584 | 0.2641 | 0.6789 | 0.0688 | 1.3521 | 1.3016 | 0.3210 | 0.3971 | 5.2536 | 3.1712 | 0.2372 | 0.6860 | 0.1034 | 9.3276 | 10.2980 | 0.3139 | 0.3889 | 5.2639
28 | 1.4634 | 0.2629 | 0.6797 | 0.0749 | 1.3506 | 1.3063 | 0.3202 | 0.3980 | 5.2409 | 3.1780 | 0.2361 | 0.6875 | 0.1090 | 9.3111 | 10.3398 | 0.3124 | 0.3892 | 5.2426
29 | 1.4687 | 0.2615 | 0.6805 | 0.0816 | 1.3501 | 1.3100 | 0.3194 | 0.3985 | 5.2281 | 3.1483 | 0.2349 | 0.6875 | 0.1130 | 9.2621 | 10.0638 | 0.3124 | 0.3899 | 5.2424
30 | 1.4731 | 0.2598 | 0.6811 | 0.0879 | 1.3507 | 1.3091 | 0.3188 | 0.3994 | 5.2184 | 3.1584 | 0.2340 | 0.6873 | 0.1191 | 9.2822 | 10.0902 | 0.3126 | 0.3909 | 5.2486
31 | 1.4759 | 0.2587 | 0.6817 | 0.0931 | 1.3515 | 1.2990 | 0.3182 | 0.3996 | 5.2081 | 3.1628 | 0.2335 | 0.6891 | 0.1231 | 9.3092 | 10.0821 | 0.3108 | 0.3903 | 5.2149
32 | 1.4813 | 0.2574 | 0.6825 | 0.0998 | 1.3507 | 1.3025 | 0.3174 | 0.3991 | 5.1958 | 3.1561 | 0.2311 | 0.6896 | 0.1290 | 9.3250 | 9.9574 | 0.3103 | 0.3911 | 5.2165
33 | 1.4867 | 0.2553 | 0.6831 | 0.1073 | 1.3494 | 1.3055 | 0.3168 | 0.3996 | 5.1870 | 3.1448 | 0.2302 | 0.6904 | 0.1358 | 9.1735 | 9.9476 | 0.3095 | 0.3910 | 5.1953
34 | 1.4925 | 0.2539 | 0.6838 | 0.1143 | 1.3500 | 1.3071 | 0.3161 | 0.3993 | 5.1763 | 3.1888 | 0.2282 | 0.6918 | 0.1449 | 9.4379 | 10.0474 | 0.3081 | 0.3895 | 5.1850
35 | 1.4971 | 0.2522 | 0.6846 | 0.1211 | 1.3479 | 1.3066 | 0.3153 | 0.3992 | 5.1649 | 3.1833 | 0.2268 | 0.6924 | 0.1491 | 9.3875 | 10.0155 | 0.3075 | 0.3896 | 5.1763
36 | 1.4984 | 0.2509 | 0.6850 | 0.1246 | 1.3452 | 1.3001 | 0.3149 | 0.3999 | 5.1591 | 3.1537 | 0.2259 | 0.6933 | 0.1519 | 9.2150 | 9.8751 | 0.3066 | 0.3913 | 5.1630
37 | 1.4994 | 0.2502 | 0.6854 | 0.1270 | 1.3405 | 1.2995 | 0.3145 | 0.4019 | 5.1535 | 3.1295 | 0.2253 | 0.6928 | 0.1536 | 9.0052 | 9.8292 | 0.3071 | 0.3926 | 5.1720
38 | 1.5019 | 0.2502 | 0.6853 | 0.1286 | 1.3389 | 1.3084 | 0.3147 | 0.4012 | 5.1570 | 3.1443 | 0.2250 | 0.6928 | 0.1543 | 9.0402 | 9.9357 | 0.3071 | 0.3911 | 5.1749
39 | 1.5028 | 0.2509 | 0.6850 | 0.1278 | 1.3346 | 1.3204 | 0.3149 | 0.4006 | 5.1634 | 3.1607 | 0.2268 | 0.6921 | 0.1513 | 9.0787 | 10.0699 | 0.3078 | 0.3918 | 5.1873
40 | 1.5020 | 0.2518 | 0.6844 | 0.1245 | 1.3336 | 1.3348 | 0.3156 | 0.4019 | 5.1746 | 3.1916 | 0.2273 | 0.6913 | 0.1484 | 9.2736 | 10.2059 | 0.3086 | 0.3938 | 5.1987
41 | 1.5020 | 0.2519 | 0.6842 | 0.1235 | 1.3324 | 1.3424 | 0.3157 | 0.4036 | 5.1781 | 3.1724 | 0.2273 | 0.6908 | 0.1459 | 9.1416 | 10.1689 | 0.3091 | 0.3952 | 5.2079
42 | 1.4998 | 0.2525 | 0.6840 | 0.1205 | 1.3320 | 1.3443 | 0.3159 | 0.4040 | 5.1821 | 3.1558 | 0.2293 | 0.6919 | 0.1452 | 9.0446 | 10.0899 | 0.3080 | 0.3942 | 5.1908
43 | 1.5002 | 0.2525 | 0.6840 | 0.1202 | 1.3330 | 1.3483 | 0.3159 | 0.4026 | 5.1839 | 3.2054 | 0.2272 | 0.6908 | 0.1451 | 9.3689 | 10.2767 | 0.3091 | 0.3929 | 5.2126
44 | 1.5008 | 0.2525 | 0.6840 | 0.1206 | 1.3352 | 1.3476 | 0.3159 | 0.4021 | 5.1852 | 3.2347 | 0.2272 | 0.6915 | 0.1464 | 9.4889 | 10.4386 | 0.3085 | 0.3929 | 5.2032
45 | 1.5011 | 0.2528 | 0.6841 | 0.1212 | 1.3349 | 1.3428 | 0.3158 | 0.4027 | 5.1831 | 3.2051 | 0.2290 | 0.6912 | 0.1467 | 9.3575 | 10.2489 | 0.3088 | 0.3934 | 5.2119
46 | 1.5038 | 0.2526 | 0.6844 | 0.1236 | 1.3354 | 1.3467 | 0.3155 | 0.4037 | 5.1787 | 3.2020 | 0.2280 | 0.6921 | 0.1512 | 9.2659 | 10.2818 | 0.3078 | 0.3951 | 5.1914
47 | 1.5060 | 0.2524 | 0.6847 | 0.1259 | 1.3345 | 1.3496 | 0.3152 | 0.4049 | 5.1746 | 3.1973 | 0.2277 | 0.6926 | 0.1518 | 9.2064 | 10.2913 | 0.3073 | 0.3963 | 5.1843
48 | 1.5082 | 0.2515 | 0.6848 | 0.1288 | 1.3331 | 1.3540 | 0.3151 | 0.4070 | 5.1716 | 3.2288 | 0.2262 | 0.6921 | 0.1529 | 9.4009 | 10.4118 | 0.3078 | 0.3988 | 5.1962
49 | 1.5098 | 0.2509 | 0.6850 | 0.1305 | 1.3320 | 1.3602 | 0.3149 | 0.4088 | 5.1689 | 3.2440 | 0.2246 | 0.6925 | 0.1582 | 9.4471 | 10.4818 | 0.3074 | 0.3995 | 5.1896
50 | 1.5142 | 0.2495 | 0.6855 | 0.1359 | 1.3323 | 1.3660 | 0.3144 | 0.4099 | 5.1611 | 3.2323 | 0.2251 | 0.6935 | 0.1635 | 9.3334 | 10.4236 | 0.3065 | 0.4004 | 5.1733
51 | 1.5168 | 0.2485 | 0.6858 | 0.1392 | 1.3311 | 1.3709 | 0.3141 | 0.4127 | 5.1554 | 3.2190 | 0.2237 | 0.6937 | 0.1636 | 9.3965 | 10.2373 | 0.3062 | 0.4039 | 5.1731
52 | 1.5184 | 0.2480 | 0.6862 | 0.1416 | 1.3294 | 1.3708 | 0.3138 | 0.4153 | 5.1504 | 3.1868 | 0.2229 | 0.6937 | 0.1645 | 9.2267 | 10.0870 | 0.3062 | 0.4073 | 5.1720
53 | 1.5179 | 0.2476 | 0.6861 | 0.1423 | 1.3273 | 1.3651 | 0.3138 | 0.4186 | 5.1515 | 3.1937 | 0.2218 | 0.6925 | 0.1657 | 9.2654 | 10.1193 | 0.3074 | 0.4111 | 5.1828
54 | 1.5193 | 0.2473 | 0.6862 | 0.1436 | 1.3272 | 1.3673 | 0.3137 | 0.4216 | 5.1516 | 3.1808 | 0.2230 | 0.6931 | 0.1663 | 9.1568 | 10.0838 | 0.3068 | 0.4133 | 5.1724
55 | 1.5211 | 0.2477 | 0.6864 | 0.1442 | 1.3268 | 1.3747 | 0.3136 | 0.4241 | 5.1508 | 3.1988 | 0.2236 | 0.6941 | 0.1676 | 9.2295 | 10.1679 | 0.3058 | 0.4159 | 5.1663
56 | 1.5209 | 0.2483 | 0.6863 | 0.1434 | 1.3255 | 1.3746 | 0.3136 | 0.4260 | 5.1532 | 3.1951 | 0.2236 | 0.6947 | 0.1676 | 9.2083 | 10.1507 | 0.3052 | 0.4158 | 5.1595
57 | 1.5207 | 0.2493 | 0.6863 | 0.1421 | 1.3238 | 1.3769 | 0.3136 | 0.4268 | 5.1553 | 3.1566 | 0.2264 | 0.6932 | 0.1644 | 9.0314 | 9.9486 | 0.3067 | 0.4177 | 5.1743
58 | 1.5192 | 0.2500 | 0.6859 | 0.1404 | 1.3211 | 1.3712 | 0.3140 | 0.4278 | 5.1619 | 3.1599 | 0.2258 | 0.6936 | 0.1650 | 9.0771 | 9.9300 | 0.3063 | 0.4186 | 5.1764
59 | 1.5193 | 0.2504 | 0.6856 | 0.1402 | 1.3210 | 1.3689 | 0.3143 | 0.4292 | 5.1680 | 3.1617 | 0.2258 | 0.6928 | 0.1645 | 9.0534 | 9.9738 | 0.3071 | 0.4200 | 5.1896
60 | 1.5194 | 0.2512 | 0.6854 | 0.1392 | 1.3211 | 1.3714 | 0.3145 | 0.4313 | 5.1718 | 3.1690 | 0.2276 | 0.6926 | 0.1625 | 9.0893 | 10.0082 | 0.3074 | 0.4215 | 5.1990
61 | 1.5198 | 0.2517 | 0.6853 | 0.1383 | 1.3208 | 1.3796 | 0.3146 | 0.4328 | 5.1726 | 3.1722 | 0.2269 | 0.6929 | 0.1623 | 9.1350 | 10.0077 | 0.3071 | 0.4227 | 5.1900
62 | 1.5196 | 0.2521 | 0.6852 | 0.1370 | 1.3202 | 1.3858 | 0.3147 | 0.4344 | 5.1750 | 3.1725 | 0.2275 | 0.6928 | 0.1611 | 9.1259 | 10.0238 | 0.3072 | 0.4244 | 5.1936
63 | 1.5188 | 0.2524 | 0.6851 | 0.1356 | 1.3184 | 1.3897 | 0.3149 | 0.4359 | 5.1769 | 3.1576 | 0.2277 | 0.6928 | 0.1599 | 9.0684 | 9.9426 | 0.3072 | 0.4265 | 5.1924
64 | 1.5181 | 0.2527 | 0.6850 | 0.1343 | 1.3174 | 1.3946 | 0.3149 | 0.4375 | 5.1777 | 3.1553 | 0.2280 | 0.6924 | 0.1586 | 9.1040 | 9.8947 | 0.3075 | 0.4286 | 5.1959
65 | 1.5182 | 0.2526 | 0.6848 | 0.1336 | 1.3166 | 1.4036 | 0.3151 | 0.4394 | 5.1815 | 3.1569 | 0.2279 | 0.6916 | 0.1577 | 9.0715 | 9.9546 | 0.3083 | 0.4303 | 5.2050
66 | 1.5188 | 0.2522 | 0.6847 | 0.1341 | 1.3168 | 1.4075 | 0.3153 | 0.4404 | 5.1838 | 3.1672 | 0.2281 | 0.6918 | 0.1583 | 9.1040 | 10.0166 | 0.3081 | 0.4308 | 5.2028
67 | 1.5190 | 0.2521 | 0.6846 | 0.1342 | 1.3165 | 1.4109 | 0.3153 | 0.4412 | 5.1844 | 3.1511 | 0.2276 | 0.6916 | 0.1580 | 9.0257 | 9.9423 | 0.3083 | 0.4322 | 5.2045
68 | 1.5196 | 0.2517 | 0.6846 | 0.1346 | 1.3157 | 1.4172 | 0.3154 | 0.4418 | 5.1852 | 3.1591 | 0.2269 | 0.6917 | 0.1601 | 9.0412 | 9.9912 | 0.3082 | 0.4319 | 5.2064
69 | 1.5211 | 0.2512 | 0.6846 | 0.1361 | 1.3151 | 1.4223 | 0.3153 | 0.4421 | 5.1839 | 3.1713 | 0.2265 | 0.6925 | 0.1622 | 9.0983 | 10.0361 | 0.3074 | 0.4316 | 5.1987
70 | 1.5227 | 0.2509 | 0.6847 | 0.1370 | 1.3146 | 1.4320 | 0.3152 | 0.4425 | 5.1830 | 3.1722 | 0.2270 | 0.6920 | 0.1628 | 9.0746 | 10.0627 | 0.3079 | 0.4324 | 5.1996
71 | 1.5240 | 0.2507 | 0.6848 | 0.1380 | 1.3136 | 1.4400 | 0.3151 | 0.4430 | 5.1812 | 3.1784 | 0.2259 | 0.6924 | 0.1653 | 9.1294 | 10.0516 | 0.3075 | 0.4331 | 5.1996
72 | 1.5250 | 0.2503 | 0.6850 | 0.1395 | 1.3116 | 1.4393 | 0.3149 | 0.4431 | 5.1784 | 3.1737 | 0.2261 | 0.6925 | 0.1668 | 9.0925 | 10.0253 | 0.3074 | 0.4325 | 5.1972
73 | 1.5258 | 0.2501 | 0.6852 | 0.1408 | 1.3105 | 1.4388 | 0.3147 | 0.4429 | 5.1759 | 3.1615 | 0.2253 | 0.6927 | 0.1687 | 8.9910 | 9.9938 | 0.3072 | 0.4317 | 5.1945
74 | 1.5272 | 0.2496 | 0.6853 | 0.1421 | 1.3096 | 1.4447 | 0.3146 | 0.4431 | 5.1742 | 3.1531 | 0.2251 | 0.6928 | 0.1693 | 8.9440 | 9.9557 | 0.3071 | 0.4330 | 5.1895
75 | 1.5272 | 0.2494 | 0.6853 | 0.1425 | 1.3081 | 1.4444 | 0.3146 | 0.4433 | 5.1748 | 3.1516 | 0.2242 | 0.6925 | 0.1705 | 8.9532 | 9.9234 | 0.3074 | 0.4329 | 5.1996
76 | 1.5284 | 0.2488 | 0.6854 | 0.1441 | 1.3067 | 1.4473 | 0.3146 | 0.4432 | 5.1749 | 3.1584 | 0.2243 | 0.6925 | 0.1722 | 8.9645 | 9.9610 | 0.3074 | 0.4325 | 5.2001
77 | 1.5302 | 0.2481 | 0.6854 | 0.1456 | 1.3062 | 1.4574 | 0.3145 | 0.4429 | 5.1748 | 3.1511 | 0.2241 | 0.6927 | 0.1736 | 8.8869 | 9.9552 | 0.3072 | 0.4324 | 5.1974
78 | 1.5333 | 0.2473 | 0.6856 | 0.1480 | 1.3059 | 1.4725 | 0.3143 | 0.4426 | 5.1725 | 3.1599 | 0.2245 | 0.6933 | 0.1763 | 8.9118 | 9.9854 | 0.3067 | 0.4321 | 5.1916
79 | 1.5372 | 0.2465 | 0.6858 | 0.1502 | 1.3043 | 1.4984 | 0.3142 | 0.4422 | 5.1699 | 3.1710 | 0.2224 | 0.6928 | 0.1784 | 9.0021 | 10.0027 | 0.3071 | 0.4316 | 5.2013
80 | 1.5419 | 0.2457 | 0.6860 | 0.1525 | 1.3036 | 1.5317 | 0.3139 | 0.4414 | 5.1667 | 3.1667 | 0.2218 | 0.6937 | 0.1807 | 8.9242 | 10.0215 | 0.3063 | 0.4302 | 5.1903
81 | 1.5463 | 0.2450 | 0.6863 | 0.1549 | 1.3027 | 1.5602 | 0.3137 | 0.4404 | 5.1632 | 3.1676 | 0.2208 | 0.6937 | 0.1839 | 8.9166 | 10.0200 | 0.3062 | 0.4299 | 5.1845
82 | 1.5508 | 0.2440 | 0.6866 | 0.1579 | 1.3012 | 1.5862 | 0.3133 | 0.4395 | 5.1584 | 3.1780 | 0.2205 | 0.6941 | 0.1870 | 8.9738 | 10.0385 | 0.3058 | 0.4292 | 5.1809
83 | 1.5554 | 0.2431 | 0.6870 | 0.1612 | 1.3006 | 1.6104 | 0.3130 | 0.4385 | 5.1531 | 3.1724 | 0.2197 | 0.6950 | 0.1901 | 8.8950 | 10.0372 | 0.3049 | 0.4281 | 5.1694
84 | 1.5599 | 0.2423 | 0.6873 | 0.1643 | 1.2992 | 1.6350 | 0.3126 | 0.4374 | 5.1478 | 3.1717 | 0.2189 | 0.6950 | 0.1929 | 8.8595 | 10.0474 | 0.3049 | 0.4268 | 5.1676
85 | 1.5652 | 0.2414 | 0.6877 | 0.1678 | 1.2979 | 1.6635 | 0.3122 | 0.4361 | 5.1421 | 3.1784 | 0.2181 | 0.6955 | 0.1966 | 8.8957 | 10.0493 | 0.3044 | 0.4252 | 5.1622
86 | 1.5707 | 0.2404 | 0.6881 | 0.1713 | 1.2970 | 1.6947 | 0.3119 | 0.4348 | 5.1361 | 3.1891 | 0.2173 | 0.6960 | 0.1999 | 8.9227 | 10.1045 | 0.3039 | 0.4237 | 5.1558
87 | 1.5768 | 0.2394 | 0.6885 | 0.1753 | 1.2962 | 1.7288 | 0.3114 | 0.4331 | 5.1294 | 3.1893 | 0.2166 | 0.6966 | 0.2040 | 8.8776 | 10.1207 | 0.3033 | 0.4220 | 5.1445
88 | 1.5826 | 0.2382 | 0.6890 | 0.1796 | 1.2949 | 1.7575 | 0.3109 | 0.4314 | 5.1218 | 3.1954 | 0.2152 | 0.6969 | 0.2077 | 8.9085 | 10.1271 | 0.3030 | 0.4210 | 5.1428
89 | 1.5897 | 0.2373 | 0.6895 | 0.1836 | 1.2942 | 1.7998 | 0.3105 | 0.4294 | 5.1143 | 3.1973 | 0.2139 | 0.6971 | 0.2122 | 8.8728 | 10.1485 | 0.3028 | 0.4192 | 5.1400
90 | 1.5965 | 0.2361 | 0.6899 | 0.1879 | 1.2925 | 1.8390 | 0.3100 | 0.4274 | 5.1068 | 3.2008 | 0.2131 | 0.6977 | 0.2163 | 8.8577 | 10.1674 | 0.3022 | 0.4166 | 5.1304
91 | 1.6033 | 0.2351 | 0.6904 | 0.1920 | 1.2916 | 1.8779 | 0.3095 | 0.4256 | 5.0992 | 3.2007 | 0.2118 | 0.6984 | 0.2205 | 8.8282 | 10.1681 | 0.3015 | 0.4149 | 5.1190
92 | 1.6106 | 0.2340 | 0.6910 | 0.1965 | 1.2905 | 1.9201 | 0.3089 | 0.4234 | 5.0901 | 3.2102 | 0.2107 | 0.6990 | 0.2246 | 8.8425 | 10.2179 | 0.3009 | 0.4123 | 5.1134
93 | 1.6179 | 0.2330 | 0.6915 | 0.2006 | 1.2898 | 1.9640 | 0.3084 | 0.4213 | 5.0818 | 3.2158 | 0.2097 | 0.6994 | 0.2285 | 8.8559 | 10.2335 | 0.3005 | 0.4105 | 5.1054
94 | 1.6251 | 0.2320 | 0.6920 | 0.2046 | 1.2888 | 2.0085 | 0.3079 | 0.4194 | 5.0732 | 3.2213 | 0.2087 | 0.7001 | 0.2328 | 8.8457 | 10.2679 | 0.2998 | 0.4087 | 5.0947
95 | 1.6319 | 0.2311 | 0.6925 | 0.2084 | 1.2879 | 2.0495 | 0.3074 | 0.4176 | 5.0649 | 3.2273 | 0.2080 | 0.7005 | 0.2362 | 8.8574 | 10.2915 | 0.2994 | 0.4067 | 5.0872
96 | 1.6377 | 0.2303 | 0.6930 | 0.2119 | 1.2876 | 2.0830 | 0.3069 | 0.4160 | 5.0569 | 3.2334 | 0.2072 | 0.7011 | 0.2391 | 8.8647 | 10.3248 | 0.2988 | 0.4055 | 5.0788
97 | 1.6424 | 0.2296 | 0.6934 | 0.2147 | 1.2860 | 2.1108 | 0.3065 | 0.4148 | 5.0500 | 3.2379 | 0.2065 | 0.7014 | 0.2421 | 8.8651 | 10.3473 | 0.2985 | 0.4044 | 5.0745
98 | 1.6459 | 0.2292 | 0.6938 | 0.2169 | 1.2858 | 2.1297 | 0.3061 | 0.4140 | 5.0445 | 3.2413 | 0.2063 | 0.7017 | 0.2435 | 8.8660 | 10.3696 | 0.2982 | 0.4039 | 5.0677
99 | 1.6478 | 0.2292 | 0.6940 | 0.2178 | 1.2858 | 2.1408 | 0.3059 | 0.4136 | 5.0407 | 3.2444 | 0.2062 | 0.7019 | 0.2442 | 8.8668 | 10.3931 | 0.2980 | 0.4037 | 5.0653
100 | 1.6484 | 0.2292 | 0.6941 | 0.2180 | 1.2859 | 2.1442 | 0.3058 | 0.4135 | 5.0384 | 3.2473 | 0.2064 | 0.7019 | 0.2438 | 8.8776 | 10.4143 | 0.2980 | 0.4037 | 5.0649
